"","X","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi"
"2657",2657,2254,"je",6,"",9,3,2,"",18,8,6,4,"",10,6,10,5,6,10,8,8,9,8,6,6,7,6,9,5,7,7,5,7,5,7,6,5,7,6,7,6,7,9,9,6,9,8,7,9,8,9,8,8,7,5,6,8,8,225403,1
"2659",2659,2260,"er",6,"",3,1,1,"",18,2,3,5,"",NA,7,4,8,8,4,8,4,-6,10,5,5,0,10,10,2,0,0,10,10,10,1,0,0,10,10,10,10,10,10,-7,4,2,2,-5,-5,10,-8,9,10,NA,3,5,10,0,226003,0
"2660",2660,2261,"mj",4,"",10,2,1,"",70,4,1,5,"",NA,9,9,NA,NA,NA,8,9,9,NA,8,9,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,0,1,2,1,1,0,5,2,1,6,0,6,1,1,0,226103,0
"2661",2661,2265,"dr",6,"",10,1,1,"",18,7,10,4,"",10,4,0,6,6,7,4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226503,0
"2662",2662,2266,"mj",6,"",10,1,1,"",18,5,10,4,"",-6,3,-1,5,-1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226603,0
"2663",2663,2269,"mm",4,"",10,3,1,"",86,8,10,7,"",NA,10,10,8,7,6,10,8,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226903,0
"2665",2665,2271,"cb",4,"",10,3,1,"",54,10,10,4,"",NA,10,9,10,7,9,10,6,10,6,10,7,7,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227103,0
"2666",2666,2274,"swh",1,"",7,2,1,"",37,10,10,6,"",2,0,2,0,1,10,3,3,10,5,0,2,10,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227403,0
"2668",2668,2278,"bd",6,"",10,2,1,"",19,10,10,4,"",NA,10,10,10,10,10,0,NA,NA,NA,10,10,10,10,10,0,10,10,0,10,10,10,10,5,4,-2,8,10,10,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,227803,0
"2669",2669,2279,"la",1,"parentfig",10,1,2,"",68,10,9,7,"",7,10,7,6,8,4,7,9,5,9,9,7,7,0,0,1,1,2,1,2,1,8,9,10,7,7,0,0,9,9,10,7,7,0,0,10,5,4,2,4,6,0,-8,-7,-7,227903,1
"2670",2670,2284,"th",7,"",1,6,1,"",50,10,10,8,"",5,0,5,10,0,0,10,6,0,4,2,0,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228403,0
"2672",2672,2287,"wm",4,"",10,3,2,"",76,7,7,7,"",10,10,6,10,5,10,6,6,6,0,3,5,2,2,-10,10,10,10,10,4,-5,8,10,5,5,3,-7,7,10,7,10,10,5,-7,7,3,4,4,0,0,-8,0,5,0,0,228703,1
"2673",2673,2290,"ag",6,"",10,2,1,"",21,10,10,5,"",0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229003,0
"2674",2674,2293,"vl",5,"",10,1,1,"",21,7,10,5,"",NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229303,0
"2676",2676,2302,"sm",6,"",10,1,1,"",18,9,9,6,"",0,6,6,8,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230203,0
"2677",2677,2306,"ss",4,"",10,3,1,"",NA,10,10,7,"",NA,10,0,5,6,0,10,9,10,6,10,7,9,0,10,10,0,10,0,10,10,10,0,8,0,10,10,7,10,1,10,0,10,10,8,10,8,7,8,4,9,10,7,6,6,230603,0
"2678",2678,2307,"bl",6,"",10,3,1,"",21,10,10,4,"",10,10,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230703,0
"2679",2679,2308,"sl",4,"",10,2,1,"",57,10,10,3,"",NA,10,10,10,10,10,4,-1,-1,5,10,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230803,0
"2680",2680,2309,"bw",1,"",10,1,2,"",43,10,10,3,"",NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,230903,1
"2682",2682,2311,"cl",4,"",8,3,1,"",73,8,7,7,"",6,0,7,7,3,0,9,6,0,5,6,10,10,0,7,0,0,0,0,1,7,8,7,1,1,9,5,1,10,6,0,6,6,10,3,0,0,10,0,4,4,0,7,0,5,231103,0
"2683",2683,2312,"ms",1,"parentfig",10,3,1,"",73,10,9,4,"",NA,10,10,10,10,10,10,8,6,6,10,9,7,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231203,0
"2684",2684,2314,"hg",4,"",9,1,2,"",17,9,4,3,"",2,3,4,8,7,9,5,2,8,6,3,1,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231403,1
"2685",2685,2318,"ok",5,"",10,1,2,"",18,10,10,4,"",10,10,10,10,10,7,10,10,6,10,10,10,7,10,10,0,0,1,0,0,0,8,8,8,8,0,5,1,10,10,5,8,10,8,0,6,0,0,10,0,0,10,8,10,0,231803,1
"2686",2686,2322,"ld",6,"",2,1,1,"",18,2,1,4,"",-5,-10,6,7,3,3,7,4,3,8,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232203,0
"2687",2687,2328,"kr",1,"",6,1,1,"",49,10,10,2,"",6,7,10,10,10,6,6,10,10,10,4,10,10,10,10,10,10,10,5,10,10,4,6,5,10,6,5,5,6,10,9,10,10,8,7,7,2,8,7,4,6,6,6,2,2,232803,0
"2688",2688,2330,"jackie d",4,"",9,3,1,"",46,10,10,4,"",10,10,8,10,10,10,2,1,3,6,2,8,-4,-1,4,3,4,4,8,3,3,1,1,1,3,-1,1,7,-4,2,1,-3,2,1,5,-4,10,10,10,10,10,10,10,10,10,233003,0
"2691",2691,2333,"tb",3,"",8,1,2,"",20,6,10,5,"",10,10,8,1,1,1,1,2,0,10,0,0,0,7,7,0,0,0,2,2,5,0,0,0,5,7,0,3,0,0,5,5,5,0,9,4,2,0,3,1,0,0,4,2,3,233303,1
"2692",2692,2334,"fm",1,"",10,1,1,"",38,10,10,4,"",10,-2,2,4,4,10,0,0,4,0,0,0,0,0,10,8,7,3,0,0,0,10,10,3,3,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,10,10,0,0,10,233403,0
"2693",2693,2335,"gp",1,"parentfig",10,2,1,"",80,10,9,5,"",10,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233503,0
"2694",2694,2336,"kt",1,"",10,2,1,"",49,7,10,4,"",NA,7,10,10,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233603,0
"2695",2695,2337,"nm",1,"",10,2,1,"",56,10,10,4,"",0,0,10,0,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233703,0
"2696",2696,2338,"tm",6,"",8,2,2,"",20,8,9,6,"",10,9,2,9,2,8,9,0,0,0,9,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233803,1
"2698",2698,2343,"cf",3,"",10,1,1,"",26,10,10,8,"",10,10,10,9,6,3,8,7,3,6,0,7,6,5,10,4,3,3,7,3,5,6,7,7,5,2,4,10,6,3,0,4,2,-1,3,3,3,0,NA,NA,NA,NA,NA,NA,NA,234303,0
"2699",2699,2345,"jw",4,"",9,2,2,"",72,9,NA,4,"",9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234503,1
"2700",2700,2347,"r.l",3,"",10,1,1,"",21,5,5,4,"",0,2,10,4,8,10,0,7,10,6,7,0,2,8,0,9,0,4,6,0,8,2,0,8,10,0,6,6,0,10,10,6,5,0,0,0,5,5,9,10,8,10,10,9,10,234703,0
"2701",2701,2348,"ab",3,"",10,1,1,"",21,5,3,5,"",6,7,7,0,0,0,9,7,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234803,0
"2702",2702,2349,"dd",4,"",10,1,1,"",65,6,7,4,"",-3,3,7,8,-8,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234903,0
"2703",2703,2351,"dr",7,"",7,6,2,"",75,10,10,9,"",10,1,1,7,7,7,7,5,8,8,10,10,0,5,7,10,9,10,7,6,10,10,10,0,0,1,10,10,10,10,7,9,8,10,10,10,10,10,0,1,1,10,10,10,9,235103,1
"2704",2704,2354,"mgf",3,"",7,2,1,"",20,5,5,5,"",-4,6,2,0,7,0,0,3,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235403,0
"2705",2705,2355,"pc",3,"",10,2,1,"",30,6,7,7,"",10,10,9,8,7,10,10,10,9,8,10,10,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235503,0
"2706",2706,2356,"sf",1,"",6,2,1,"",45,10,10,5,"",0,10,NA,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235603,0
"2707",2707,2358,"ar",4,"",9,3,1,"",36,7,6,8,"",1,0,10,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235803,0
"2708",2708,2359,"cb",5,"",10,1,2,"",18,10,10,4,"",NA,NA,NA,10,10,2,9,9,7,10,9,6,9,10,7,-4,9,-2,5,1,2,8,6,10,-1,6,3,7,10,8,3,0,-6,4,7,8,8,NA,5,10,7,6,NA,9,10,235903,1
"2709",2709,2360,"st",4,"",10,2,1,"",52,5,4,3,"",7,10,8,8,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236003,0
"2710",2710,2361,"ad",4,"",8,3,2,"",47,4,5,7,"",0,0,10,0,0,10,6,0,0,10,0,0,0,10,10,7,7,8,10,10,10,8,0,0,10,10,10,10,0,0,10,10,10,10,10,10,8,0,1,10,10,10,10,10,10,236103,1
"2711",2711,2363,"bb",4,"",10,4,1,"",36,6,9,4,"",4,0,6,3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236303,0
"2712",2712,2366,"ov",1,"",10,1,2,"",39,10,10,2,"",8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236603,1
"2713",2713,2367,"jesse",3,"",9,3,2,"",37,10,10,4,"",6,4,9,7,10,9,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236703,1
"2714",2714,2368,"j.a",1,"",10,2,2,"",63,10,10,4,"",10,7,7,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236803,1
"2716",2716,2372,"rs",1,"",10,1,2,"",56,10,10,8,"",10,10,10,10,10,10,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237203,1
"2717",2717,2373,"ld",6,"",10,1,1,"",18,10,10,4,"",10,5,0,4,2,10,10,10,10,10,0,0,10,2,10,0,0,10,2,10,10,0,0,10,6,10,10,10,0,0,10,6,10,10,10,10,0,0,0,4,10,10,10,10,10,237303,0
"2718",2718,2374,"bh",6,"",10,2,1,"",53,4,6,4,"",9,10,2,10,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237403,0
"2719",2719,2379,"as",5,"",9,1,1,"",19,9,9,5,"",7,2,-4,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237903,0
"2720",2720,2383,"td",1,"",7,2,2,"",42,9,8,7,"",1,1,3,4,0,0,2,0,0,2,1,3,7,0,0,6,3,1,0,3,1,3,0,0,0,0,0,3,1,4,9,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,238303,1
"2721",2721,2385,"ap",8,"academic",0,6,1,"",50,6,4,7,"",NA,1,4,0,3,4,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238503,0
"2723",2723,2387,"cs",1,"",10,2,2,"",39,10,10,3,"",NA,8,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238703,1
"2724",2724,2389,"rf",1,"",10,1,2,"",51,10,10,5,"",10,NA,6,0,-5,10,-6,-5,2,-2,2,7,2,8,3,8,2,10,0,-6,6,10,4,-2,2,-1,7,2,4,3,1,6,-7,8,1,9,5,2,6,3,3,6,-3,9,-1,238903,1
"2725",2725,2393,"c",3,"",10,2,2,"",19,10,5,5,"",10,7,7,10,10,10,10,10,8,4,5,5,3,5,4,4,4,7,7,2,7,2,4,6,7,10,9,5,-2,1,1,-3,-2,3,4,6,2,2,5,7,7,5,6,5,5,239303,1
"2726",2726,2395,"mp",8,"academic",10,4,1,"",NA,8,8,7,"",10,3,0,6,0,6,0,0,10,5,9,9,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239503,0
"2727",2727,2396,"jw",6,"",10,1,2,"",19,7,10,5,"",10,10,10,10,10,1,6,10,0,9,4,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239603,1
"2728",2728,2397,"friends",6,"",10,2,2,"",20,10,10,4,"",NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239703,1
"2729",2729,2399,"ec",3,"",10,1,1,"",19,8,9,5,"",10,10,9,10,10,10,0,0,10,0,8,0,0,0,8,10,10,10,10,0,0,0,0,0,8,0,0,0,9,9,10,7,10,0,9,0,10,10,10,10,7,8,9,0,5,239903,0
"2731",2731,2401,"ar",3,"",10,2,1,"",30,9,7,5,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240103,0
"2733",2733,2405,"cb",4,"relatives",10,4,1,"",43,10,10,7,"",0,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240503,0
"2734",2734,2406,"ml",8,"academic",7,4,1,"",60,9,9,8,"",-2,2,0,3,0,10,10,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240603,0
"2735",2735,2408,"ts",1,"",6,3,2,"",39,10,10,3,"",0,0,10,0,10,10,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240803,1
"2736",2736,2409,"sr",6,"",8,1,1,"",19,10,10,4,"",10,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240903,0
"2740",2740,2414,"bb",1,"",7,3,2,"",43,5,10,10,"Trade School",4,9,7,10,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241403,1
"2742",2742,2417,"pg",8,"academic",8,4,2,"",88,10,6,9,"",2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241703,1
"2743",2743,2419,"jp",6,"",10,1,1,"",19,6,6,5,"",6,9,2,7,2,10,10,10,2,2,10,10,2,2,10,10,4,2,2,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241903,0
"2744",2744,2420,"ap",8,"academic",0,5,NA,"",NA,10,10,7,"",10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242003,NA
"2745",2745,2421,"mm",6,"",9,1,1,"",18,10,5,5,"",-10,-2,0,-1,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242103,0
"2747",2747,2424,"sl",1,"",7,1,2,"",54,10,10,7,"",8,8,10,6,10,8,6,10,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242403,1
"2748",2748,2425,"ja",1,"",10,3,2,"",46,10,10,4,"",10,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242503,1
"2749",2749,2426,"r",3,"",10,1,2,"",23,9,10,5,"",NA,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242603,1
"2751",2751,2429,"tf",6,"",6,1,1,"",18,10,10,5,"",0,-2,-2,-2,-2,10,10,10,-3,0,10,10,-2,1,10,10,10,-2,1,10,10,-4,-3,10,7,-4,-4,-2,7,10,-3,-3,10,10,10,-2,-3,-3,10,2,-4,-5,-4,10,-5,242903,0
"2752",2752,2431,"rm",6,"",10,1,1,"",19,8,8,5,"",10,9,-9,10,9,9,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243103,0
"2753",2753,2433,"jl",4,"",10,3,2,"",80,10,10,5,"",8,10,9,5,0,0,6,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243303,1
"2754",2754,2435,"ah",1,"",8,2,3,"",48,9,10,5,"",0,2,-10,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243503,NA
"2755",2755,2438,"sc",3,"",10,1,1,"",27,10,10,7,"",4,9,7,10,10,10,6,5,5,6,7,10,7,7,1,10,1,9,9,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243803,0
"2757",2757,2451,"ma",4,"",10,2,1,"",50,10,10,5,"",NA,10,4,5,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245103,0
"2758",2758,2452,"dc",5,"",10,1,1,"",19,10,10,4,"",8,8,0,7,0,4,-5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245203,0
"2761",2761,2455,"jh",1,"",10,1,2,"",46,8,8,8,"",10,10,10,6,6,6,5,5,6,8,0,0,0,8,8,0,0,0,7,7,8,10,8,9,0,0,0,0,1,1,2,4,4,4,4,0,6,6,6,7,8,7,6,0,7,245503,1
"2763",2763,2462,"d.l",3,"",10,1,1,"",20,8,7,4,"",0,7,7,10,0,6,10,0,4,10,10,0,7,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246203,0
"2764",2764,2463,"ea",4,"",6,4,1,"",21,4,3,8,"",2,8,7,4,10,4,5,0,-1,6,10,10,10,0,7,10,1,1,1,-4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246303,0
"2765",2765,2464,"aj",6,"",10,1,1,"",19,9,9,4,"",8,9,9,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,10,0,0,0,0,0,7,6,9,0,0,0,0,0,0,0,0,0,246403,0
"2766",2766,2466,"ap",3,"",10,1,1,"",23,10,10,7,"",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,246603,0
