"","egoID","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio"
"500",1886,5,4,5,2,1,4,5,5,4,5,1,1,5,5,5,5,4,1,1,4,4,5,4,5,3,1,4,5,10,10,1,1,0,3,3,4,1,5,4.25,4.75,1.75,1,4.25,4.75,0,1,10,1.33333333333333,10,10,5.66666666666667,2,2,55.3333333333333,14.5716619962629,1,2,0.5
"501",1887,4,4,5,3,2,2,4,4,3,5,2,1,2,3,4,3,4,1,1,3,2,5,4,3,1,1,1,2,7,7,1,1,3,1,4,4,1,4.25,3.5,4.25,1.75,1.25,2,2.75,0,1,9,1.5,8,8,8,2,2,52.5,0.707106781186548,1,1,1
"502",1888,4,3,5,2,1,2,3,4,3,5,1,1,2,2,1,2,3,1,1,1,2,2,3,2,2,1,2,2,4,6,1,1,10,1,4,4,1,2.75,2.75,3.75,1.5,1,1.75,2.25,0,1,5.66666666666667,2,1.66666666666667,3,6.33333333333333,2,3,51.3333333333333,9.23760430703401,2,1,2
"503",1891,5,2,4,1,3,2,5,5,2,3,1,2,2,2,3,2,2,2,2,2,3,5,2,3,1,3,2,4,7,7,1,1,18,1,4,4,1,4.5,2,3,1.25,2.5,2,3.5,0,1,7,3,9,9,7,2,3,40.5,27.5771644662754,0,2,0
"504",1894,4,1,1,1,3,1,2,4,2,4,1,2,1,1,3,1,1,1,2,1,1,5,2,1,1,1,1,1,0,10,2,1,0,1,2,4,1,4,1.5,1.75,1,2,1,1.25,1,1,10,2,3,2.66666666666667,6,3,3,37,20.0748598998847,2,1,2
"505",1897,4,3,4,1,4,3,5,4,3,4,1,4,3,4,4,4,4,3,1,4,4,5,5,2,1,1,3,4,9,10,1,1,25,3,2,4,1,4.25,3.75,3.5,1.5,2.5,3.25,4.25,0,1,9.16666666666667,2.16666666666667,9.33333333333333,8.66666666666667,6.16666666666667,5,6,39.8333333333333,21.5166602117212,3,3,1
"506",1898,1,2,5,1,2,2,4,5,2,5,1,2,1,2,5,2,4,1,1,1,4,5,2,2,1,1,1,2,8,6,1,1,16,3,3,5,1,4,2,4,1,1.5,1.25,3,0,1,9,2.5,10,10,7.25,2,3,59.25,14.9527032115713,2,2,1
"507",1905,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,10,10,1,2,20,3,3,4,1,3,3,3,3,3,3,3.25,0,2,8.66666666666667,1.66666666666667,10,10,6.33333333333333,3,3,43.3333333333333,18.1475434517549,0,3,0
"508",1908,4,4,5,3,1,3,5,5,3,4,3,1,3,4,3,3,4,3,1,4,4,5,4,4,3,1,3,4,10,10,1,1,18,1,4,5,1,4.25,3.5,4.25,3,1,3.25,4.25,0,1,9.85714285714286,1.57142857142857,9.85714285714286,9.42857142857143,6.42857142857143,4,5,39.2857142857143,14.7276869163071,3,4,0.75
"509",1910,4,3,4,2,2,1,3,5,2,3,1,2,1,1,5,2,3,1,1,2,2,4,3,4,1,1,2,3,8,8,1,2,NA,2,2,6,1,4.5,2.5,3.5,1.25,1.5,1.5,2.25,0,2,6,2,6.75,6,5.25,3,3,56.25,17.0171482138851,0,4,0
"510",1912,3,4,5,4,2,3,4,5,4,5,5,4,4,5,5,4,4,5,1,4,5,5,5,4,5,2,5,5,10,10,1,1,20,3,3,5,2,4.5,4.25,4.5,4.75,2.25,4,4.75,0,1,8.33333333333333,1.16666666666667,8.16666666666667,7.83333333333333,5.33333333333333,2,6,32.1666666666667,13.5265171669084,2,4,0.5
"511",1916,5,5,5,4,1,2,5,5,5,5,3,1,5,4,3,4,5,4,1,4,5,5,4,5,4,1,5,5,10,10,2,2,0,1,4,4,1,4.5,4.5,5,3.75,1,4,4.75,1,2,10,2.2,10,9.4,6.2,4,4,125.8,307.065610071999,7,3,2.33333333333333
"512",1918,2,4,5,3,1,3,5,4,4,5,2,1,5,5,3,3,4,1,1,4,4,4,5,5,2,1,5,5,10,10,1,1,20,1,5,4,1,3.25,4,4.75,2,1,4.25,4.75,0,1,9.6,3,10,10,5.8,2,4,42.2,18.3630062898208,1,4,0.25
"513",1919,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,1,5,5,10,10,1,1,5,3,5,5,2,4.25,4,4,4,3,4.25,4.25,0,1,9.5,1.66666666666667,9.5,10,5.5,4,5,34.8333333333333,15.5102116899373,2,4,0.5
"514",1920,4,3,4,1,1,2,1,3,1,4,1,1,2,1,2,2,1,1,1,1,1,3,2,3,1,1,1,1,9,8,2,2,30,1,3,6,2,3,2,3,1,1,1.5,1,1,2,10,1.8,8.8,9.2,6.2,3,3,34.2,16.346253393362,3,2,1.5
"515",1921,5,3,5,3,4,1,5,5,4,5,2,3,5,5,5,5,5,2,3,5,5,5,5,5,2,4,5,5,10,10,1,1,30,2,4,5,2,5,4.25,5,2.25,3.5,4,5,0,1,7.5,2.2,9.2,7.7,4.5,2,4,31.6,14.8338951204478,6,4,1.5
"516",1924,3,4,5,3,1,3,5,5,4,5,3,1,4,4,5,5,5,3,1,4,4,4,5,5,3,1,5,5,10,10,1,2,0,3,4,4,1,4.25,4.5,5,3,1,4,4.5,0,2,9.8,1.9,10,10,3.8,4,3,40,20.7739152678438,4,6,0.666666666666667
"517",1926,4,5,5,5,3,5,5,5,3,4,3,2,5,5,5,4,5,3,1,5,5,5,4,5,3,1,5,5,10,10,1,1,5,1,5,4,1,4.75,4,4.75,3.5,1.75,5,5,0,1,8.33333333333333,1,7,6,6.33333333333333,2,3,38.3333333333333,16.7729941672122,1,2,0.5
"518",1928,3,4,5,3,2,3,3,5,4,5,4,2,3,4,5,3,2,1,1,2,3,5,3,4,2,1,2,3,9,9,2,1,0,3,4,4,1,4.5,3.5,4,2.5,1.5,2.5,3.25,1,1,6.66666666666667,3,8.66666666666667,8.66666666666667,5.83333333333333,3,5,37.3333333333333,15.0155474980657,3,3,1
"519",1930,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,5,4,4,3,4,4,4,10,10,1,1,20,1,5,5,1,4.25,4,4,3.75,3,4,4,0,1,10,2.42857142857143,10,10,7,1,3,50.8571428571429,17.0629088124756,3,4,0.75
"520",1937,1,3,5,4,3,3,5,5,3,4,2,4,4,4,5,3,4,2,2,3,4,5,3,4,3,3,2,5,9,8,1,1,26,1,4,4,1,4,3,4.25,2.75,3,3,4.5,0,1,9.25,1,8,8.75,5,3,5,22.75,11.0867789130417,1,3,0.333333333333333
"521",1938,4,3,5,2,2,3,4,4,3,4,2,2,3,4,4,3,4,1,1,3,4,4,3,4,2,2,3,4,10,7,1,1,21,3,5,5,1,4,3,4.25,1.75,1.75,3,4,0,1,9.5,2,8.5,10,5.5,2,3,58,22.6274169979695,0,2,0
"522",1939,4,4,4,4,1,4,5,2,4,5,3,1,3,1,5,5,5,3,1,2,1,4,5,5,3,1,3,3,6,7,1,1,27,1,3,8,3,3.75,4.5,4.75,3.25,1,3,2.5,0,1,9.7,2.7,5.9,5.3,6.8,4,5,35.8,15.8380694670924,4,6,0.666666666666667
"523",1941,5,3,4,1,3,2,2,4,1,5,1,1,1,3,3,2,5,1,1,2,3,4,2,3,1,1,1,2,5,3,1,1,10,1,2,5,1,4,2,4.25,1,1.5,1.5,2.5,0,1,8,1.5,5.5,6.25,7,1,3,51.75,5.67890834580027,2,2,1
"524",1942,5,3,4,5,2,1,1,5,3,4,1,3,3,1,4,1,5,1,1,1,1,4,3,4,2,1,1,2,5,2,1,1,0,3,5,6,3,4.5,2.5,4.25,2.25,1.75,1.5,1.25,0,1,9.33333333333333,3.66666666666667,1,-2.66666666666667,5,1,3,40,26.4575131106459,2,1,2
"525",1943,1,2,3,4,1,1,4,4,4,4,4,1,3,4,4,4,4,4,1,4,4,4,4,4,3,1,2,4,10,6,1,1,12,3,3,8,4,3.25,3.5,3.75,3.75,1,2.5,4,0,1,8,1.6,8.8,7.8,6.2,5,5,32.4444444444444,15.7568327330647,2,8,0.25
"526",1952,2,3,4,3,1,4,5,4,4,4,1,3,4,4,4,4,4,3,1,4,4,4,5,4,3,1,4,4,8,7,2,1,25,3,5,7,2,3.5,4,4,2.5,1.5,4,4.25,1,1,9.8,3,9.8,9.8,6.6,5,5,144.4,301.091053042468,7,3,2.33333333333333
"527",1954,5,5,5,5,1,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,10,10,1,2,28,3,5,4,1,5,5,5,5,1.75,5,5,0,2,10,1.2,10,10,4.8,2,4,46.6,19.5908141739949,2,3,0.666666666666667
"528",1956,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,10,10,1,2,28,3,5,4,1,5,5,5,5,2,5,5,0,2,10,1.4,10,10,5.4,4,3,50.2,14.3770650690605,2,3,0.666666666666667
"529",1958,3,3,5,2,1,1,5,5,2,5,1,1,1,5,5,2,5,1,1,5,5,5,5,5,1,1,3,5,10,10,1,2,26,3,3,6,2,4.5,3,5,1.25,1,2.5,5,0,2,10,1,10,10,4.66666666666667,2,2,NA,NA,1,2,0.5
"530",1961,2,4,5,2,1,1,5,5,3,5,2,1,3,3,3,4,5,2,1,4,4,3,5,2,2,1,4,4,10,10,1,1,25,1,4,5,1,3.25,4,4.25,2,1,3,4,0,1,8.3,2.8,8.3,6,7.4,5,4,35.8,13.5957509702276,3,7,0.428571428571429
"531",1963,5,2,5,1,1,3,5,5,2,5,2,1,5,5,5,3,5,1,1,5,5,5,5,5,1,1,5,5,10,10,1,1,0,3,5,4,1,5,3,5,1.25,1,4.5,5,0,1,9.6,1.6,9.4,9.1,6.1,2,4,53.9,89.894320670935,5,5,1
"532",1965,5,3,2,2,1,2,4,4,2,4,1,1,2,3,4,3,3,1,1,3,5,5,4,2,1,2,3,3,5,5,3,1,18,3,5,5,1,4.5,3,2.75,1.25,1.25,2.5,3.75,NA,1,7,1.75,7.75,8.75,7,3,3,36,12.1928941054479,1,3,0.333333333333333
"533",1967,3,3,5,4,1,4,5,5,4,5,2,1,5,5,5,5,5,1,1,5,5,5,5,5,2,1,5,5,10,10,2,2,20,3,5,4,1,4.5,4.25,5,2.25,1,4.75,5,1,2,10,1.6,9.8,9.2,5.4,3,3,41.8,17.2829395647847,2,3,0.666666666666667
"534",1969,4,3,5,4,2,3,4,4,2,5,1,2,2,3,4,3,5,1,1,2,2,3,3,5,2,4,3,3,8,6,1,1,0,1,5,6,3,3.75,2.75,5,2,2.25,2.5,3,0,1,8.2,1.6,7.8,5.5,6.1,4,5,28.3,11.2846995726268,4,6,0.666666666666667
"535",1970,4,5,3,2,2,4,5,4,5,3,3,2,4,4,5,4,3,2,2,3,5,5,4,2,2,1,4,5,10,8,2,1,20,1,5,5,2,4.5,4.5,2.75,2.25,1.75,3.75,4.75,1,1,7.25,2.5,9.75,8.5,6.75,3,3,25,4.35889894354067,3,1,3
"536",1971,4,3,5,2,1,2,3,4,3,5,2,1,3,3,4,3,4,2,1,3,3,4,3,4,2,1,3,3,8,6,1,1,20,3,3,7,3,4,3,4.5,2,1,2.75,3,0,1,9.66666666666667,1.5,7.33333333333333,4.33333333333333,5.5,3,4,35,19.7989898732233,2,4,0.5
"537",1975,1,5,2,4,2,1,1,3,2,NA,3,4,1,3,4,2,3,3,5,4,5,1,1,2,5,5,3,2,10,10,2,1,0,2,4,4,1,2.25,2.5,NA,3.75,4,2.25,2.75,1,1,9.5,1.9,9.2,9,4.9,2,4,43.5,25.3475837112732,7,3,2.33333333333333
"538",1976,5,4,5,5,1,5,5,5,3,5,3,2,5,5,4,5,5,3,2,5,5,5,5,5,4,2,5,5,10,10,1,1,15,1,5,4,1,4.75,4.25,5,3.75,1.75,5,5,0,1,10,3.75,9.75,9.75,7.25,4,3,47.5,1.73205080756888,2,2,1
"539",1978,4,3,5,3,1,1,4,5,2,5,2,1,2,2,5,2,3,1,1,1,3,5,3,4,1,1,3,3,10,7,1,1,0,3,5,4,1,4.75,2.5,4.25,1.75,1,1.75,3,0,1,10,1,5.5,6.5,4.5,2,2,54.5,0.707106781186548,1,1,1
"540",1979,5,5,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,1,1,5,5,5,5,5,5,1,5,5,10,10,1,1,25,3,3,4,1,5,4,5,4,1,5,5,0,1,10,2.8,10,10,6,3,5,51.8,17.1775046693828,5,5,1
"541",1980,3,1,5,1,2,2,2,3,2,3,1,1,2,2,3,4,4,1,1,1,2,3,4,5,1,1,2,2,10,6,1,1,20,1,4,5,2,3,2.75,4.25,1,1.25,1.75,2,0,1,4.5,2.75,8.5,8,7.25,2,4,49,20.558858593479,2,2,1
"542",1983,5,5,5,5,1,5,5,5,5,5,5,1,5,3,3,5,5,5,1,5,3,3,5,5,5,1,5,5,10,10,2,2,15,3,5,7,2,4,5,5,5,1,5,4,1,2,9,4,10,10,6.33333333333333,3,4,45.6666666666667,6.97614984548545,3,2,1.5
"543",1984,1,4,5,1,1,3,5,5,5,5,3,1,5,5,3,3,5,3,1,5,5,5,5,5,3,1,3,5,10,9,1,2,0,3,5,6,3,3.5,4.25,5,2.5,1,4,5,0,2,7.33333333333333,2.33333333333333,10,9.33333333333333,3.66666666666667,2,3,39.3333333333333,19.1398362932741,1,2,0.5
"544",1985,2,5,5,1,1,5,5,3,5,4,1,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,10,10,2,1,0,2,3,6,2,3.75,5,4.75,1,1,5,5,1,1,10,1.8,10,8.8,8.2,2,4,36.2,19.5627196473292,3,2,1.5
"545",1986,5,5,5,5,1,3,5,5,5,5,3,2,5,5,5,5,5,1,1,5,5,5,5,5,5,1,5,5,10,8,2,1,24,2,5,7,3,5,5,5,3.5,1.25,4.5,5,1,1,10,2,9.625,9.875,6.5,3,5,166.5,336.981983409881,6,2,3
"546",1987,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,10,10,2,1,24,2,4,7,3,5,5,5,5,4,5,5,1,1,10,2.66666666666667,10,10,7.33333333333333,2,3,368,546.464088481576,2,1,2
"547",1989,2,3,5,4,2,2,2,4,2,5,1,2,5,5,2,1,1,2,1,3,4,4,5,4,1,1,3,4,10,7,1,1,30,3,3,4,1,3,2.75,3.75,2,1.5,3.25,3.75,0,1,8.4,2.1,8.1,5.3,4.1,4,5,32.4,19.1438995214896,2,8,0.25
"548",1990,2,3,4,1,1,3,4,4,3,4,2,1,3,3,4,3,4,3,1,2,3,4,3,4,2,1,3,4,7,10,1,1,20,2,3,4,1,3.5,3,4,2,1,2.75,3.5,0,1,1,2.5,7,5.5,7,1,3,40,0,1,1,1
"549",1991,5,5,5,5,1,3,5,5,5,5,3,3,5,5,5,NA,5,1,5,5,5,5,5,1,2,1,2,5,10,10,1,1,10,1,4,4,1,5,NA,4,2.75,2.5,3.75,5,0,1,10,1.4,10,10,5.5,5,3,49,5.65685424949238,3,7,0.428571428571429
"550",1993,1,3,5,3,1,5,5,5,2,5,3,2,2,5,5,5,5,5,2,4,5,5,5,5,3,1,4,5,10,10,2,1,20,3,3,4,1,4,3.75,5,3.5,1.5,3.75,5,1,1,10,1,10,10,4,3,4,28.75,10.4363148029688,1,3,0.333333333333333
"551",1996,5,3,5,3,1,4,5,5,3,5,1,1,5,5,5,3,5,1,1,4,5,5,3,5,1,1,5,5,10,10,2,2,0,3,4,5,1,5,3,5,1.5,1,4.5,5,1,2,9.6,2,10,10,5.4,3,3,34.6,18.4065205837497,2,3,0.666666666666667
"552",1997,4,2,5,1,1,3,5,3,2,5,1,1,4,3,4,2,2,1,1,3,4,5,2,2,1,1,2,4,9,9,1,2,31,1,4,6,2,4,2,3.5,1,1,3,4,0,2,9.5,2,7,8,6.5,2,3,40.5,9.19238815542512,0,2,0
"553",1999,4,2,2,2,4,1,3,4,2,3,1,2,2,2,4,2,4,2,2,2,2,4,2,2,2,2,2,2,8,2,1,1,0,1,2,5,1,4,2,2.75,1.75,2.5,1.75,2.25,0,1,4,2,9.33333333333333,9.33333333333333,6.33333333333333,2,3,46,9,1,2,0.5
"554",2000,5,5,5,3,1,3,5,5,5,5,1,1,5,3,5,5,5,1,1,5,5,5,5,5,3,1,5,5,10,10,2,1,20,1,5,5,2,5,5,5,2,1,4.5,4.5,1,1,10,1.33333333333333,10,10,6.33333333333333,2,4,38.6666666666667,17.4890441896253,3,3,1
"555",2001,1,2,5,2,2,1,3,3,2,5,1,2,2,3,1,2,4,1,1,2,2,2,2,3,1,2,2,2,0,0,2,1,10,3,1,8,4,1.75,2,4.25,1.25,1.75,1.75,2.5,1,1,9.4,2.3,6.3,4.9,5.2,7,4,217.1,412.200989270472,6,4,1.5
"556",2002,5,2,5,3,1,5,5,5,2,5,1,1,5,5,5,4,5,1,1,5,5,NA,2,5,2,1,5,5,10,10,1,1,15,1,4,4,1,NA,2.5,5,1.75,1,5,5,0,1,9.66666666666667,3,10,10,7,2,4,363,550.792156806903,0,3,0
"557",2003,3,2,3,3,3,2,1,3,3,2,1,3,2,2,3,2,4,2,5,3,2,3,4,2,2,4,2,4,2,1,1,1,7,2,2,4,1,3,2.75,2.75,2,3.75,2.25,2.25,0,1,-1,5,-3,1,5,1,2,18,NA,1,0,Inf
"558",2005,1,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,4,4,3,NA,3,4,5,4,4,5,10,10,1,2,0,3,5,5,1,NA,4.5,4.75,5,3.5,4.5,3.75,0,2,10,1,10,10,6.2,4,4,34,16.5680415257809,2,3,0.666666666666667
"559",2008,4,3,4,4,2,4,5,5,5,5,3,1,4,4,4,4,4,4,1,4,4,5,4,4,5,1,4,5,10,10,1,1,0,3,3,4,1,4.5,4,4.25,4,1.25,4,4.5,0,1,9.25,2.25,8.5,8.25,4,1,3,70.25,19.0153446808974,2,2,1
"560",2009,5,5,5,1,1,3,4,5,5,5,3,1,4,4,5,4,5,1,1,4,4,5,5,3,1,1,4,4,10,10,1,1,20,1,3,8,4,5,4.75,4.5,1.5,1,3.75,4,0,1,9.66666666666667,1.33333333333333,10,10,6.33333333333333,3,3,35.6666666666667,11.0151410945722,2,1,2
"561",2010,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,10,10,1,2,0,3,3,6,2,3,3,3,3,2.5,3,3,0,2,10,1,9.5,9.5,4,2,2,42,0,1,1,1
"562",2011,4,3,5,3,2,3,4,5,3,5,2,2,3,4,5,3,5,3,1,3,4,5,2,4,2,1,2,3,10,10,1,1,30,1,4,6,3,4.75,2.75,4.75,2.5,1.5,2.75,3.75,0,1,10,1.8,8.2,8.2,5.2,3,5,39.2,18.926172354705,1,4,0.25
"563",2013,4,4,5,3,2,5,5,5,4,5,4,2,5,3,4,4,4,3,2,4,5,3,5,4,5,1,4,4,10,6,2,1,0,2,3,4,1,4,4.25,4.5,3.75,1.75,4.5,4.25,1,1,8.5,1.5,10,9.5,6,4,4,52.25,27.7653861249338,2,2,1
"564",2014,4,3,5,5,4,3,4,5,4,5,4,5,5,5,5,4,4,3,1,4,5,5,5,5,2,1,4,5,8,7,1,1,0,3,2,4,1,4.75,4,4.75,3.5,2.75,4,4.75,0,1,6.33333333333333,1.33333333333333,8,7.33333333333333,7,2,3,44.3333333333333,24.0069434400411,1,2,0.5
"565",2015,4,1,3,1,3,1,3,5,1,5,1,1,1,1,5,1,5,1,3,1,1,5,1,1,1,3,1,2,10,10,1,2,0,3,3,4,1,4.75,1,3.5,1,2.5,1,1.75,0,2,10,1.33333333333333,9.33333333333333,8,6.66666666666667,3,3,53.6666666666667,5.85946527708232,1,2,0.5
"566",2016,2,5,5,5,1,5,5,5,5,5,2,1,5,5,5,5,5,2,1,5,5,5,5,5,4,1,5,5,10,10,2,2,0,1,4,5,2,4.25,5,5,3.25,1,5,5,1,2,9.83333333333333,3.83333333333333,8.5,9.16666666666667,7,3,4,49.6666666666667,13.8660256262083,1,5,0.2
"567",2017,5,4,4,3,1,4,5,5,4,5,4,1,5,4,4,4,5,4,1,3,4,5,4,5,4,1,4,5,10,10,1,1,0,3,4,5,1,4.75,4,4.75,3.75,1,4,4.5,0,1,8.6,2.4,10,10,6,3,4,44.8,4.91934955049954,2,3,0.666666666666667
"568",2019,4,3,5,2,3,4,5,5,2,5,2,4,4,2,5,2,2,2,3,2,4,5,2,4,2,4,2,4,10,7,2,1,20,3,3,4,1,4.75,2.25,4,2,3.5,3,3.75,1,1,8.83333333333333,1.33333333333333,9.33333333333333,8.83333333333333,5,3,5,30.1666666666667,12.6872639551113,5,1,5
"569",2021,5,3,5,3,1,2,5,5,2,5,1,2,1,4,5,3,5,1,1,2,5,5,4,5,1,2,3,4,8,6,1,1,29,3,2,8,4,5,3,5,1.5,1.5,2,4.5,0,1,8.33333333333333,2,7,6.66666666666667,5.66666666666667,3,4,51,27.8388218141501,1,2,0.5
"570",2022,2,4,5,4,1,5,4,3,3,3,4,1,4,4,4,4,5,3,1,5,4,5,5,4,3,1,5,5,10,10,1,1,15,3,5,5,2,3.5,4,4.25,3.5,1,4.75,4.25,0,1,9.4,2.2,9.1,9.2,5.3,3,4,29.1,18.2723227253072,2,8,0.25
"571",2023,1,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,1,4,4,4,4,4,3,2,4,4,9,9,1,1,NA,3,3,4,1,3.25,3.75,4,3.5,2.25,4,4,0,1,6.6,3,6.9,5.4,5.1,5,3,146.5,299.849684564339,4,6,0.666666666666667
"572",2024,5,2,5,1,3,3,3,5,2,4,3,3,4,5,4,3,4,3,5,4,3,4,3,3,1,3,4,5,10,10,2,1,9,3,2,4,1,4.5,2.5,4,2,3.5,3.75,4,1,1,9.75,1.75,7.75,6.5,4.75,2,4,33.25,15.1299922890485,2,2,1
"573",2026,1,1,2,2,3,2,5,3,4,2,3,3,1,3,2,5,3,2,3,3,2,3,2,2,2,4,2,2,10,10,1,2,0,1,5,5,1,2.25,3,2.25,2.25,3.25,2,3,0,2,8.5,2.5,10,8.5,6.5,2,3,42.3333333333333,5.5075705472861,1,3,0.333333333333333
"574",2028,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,2,2,0,1,5,4,1,5,5,5,4.25,4.25,5,5,1,2,10,1.33333333333333,10,10,5.83333333333333,4,3,55.6666666666667,11.7246179752974,3,3,1
"575",2030,4,3,5,4,1,3,4,5,3,4,3,1,4,4,4,4,4,4,1,4,4,4,4,4,3,1,4,4,10,10,1,1,0,1,3,5,1,4.25,3.5,4.25,3.5,1,3.75,4,0,1,8.25,2.25,10,10,7.125,3,4,43.125,15.4590472816776,1,7,0.142857142857143
"576",2031,5,2,5,2,1,5,5,5,2,5,1,1,5,5,5,2,5,1,1,5,5,5,3,5,1,1,5,5,10,10,1,2,0,3,4,4,1,5,2.25,5,1.25,1,5,5,0,2,10,6,10,10,7,1,2,44.75,10.9658560997307,1,3,0.333333333333333
"577",2033,5,3,4,3,2,3,5,5,5,5,1,1,3,3,5,3,5,1,2,3,3,5,3,3,5,1,4,5,10,10,1,5,0,1,3,5,1,5,3.5,4.25,2.5,1.5,3.25,4,0,3,8.4,2.4,9.2,9,5.4,5,5,31,9.66953980290686,2,3,0.666666666666667
"578",2034,5,3,5,2,4,5,5,5,3,5,1,4,5,5,5,4,3,1,1,5,5,5,4,5,2,1,5,5,10,10,1,1,12,3,4,7,3,5,3.5,4.5,1.5,2.5,5,5,0,1,10,1,8.5,9.5,6,2,3,38.25,19.9227675453654,1,3,0.333333333333333
"579",2035,4,2,5,1,1,5,5,5,2,5,1,1,5,5,5,4,4,1,1,4,4,5,3,5,1,1,4,5,10,10,1,1,7,1,3,4,1,4.75,2.75,4.75,1,1,4.5,4.75,0,1,9.66666666666667,1.83333333333333,9,8.16666666666667,6.33333333333333,4,4,33.1666666666667,17.5774476721356,1,5,0.2
"580",2036,5,3,5,1,1,3,4,5,3,5,2,1,4,4,5,3,4,2,1,3,4,5,5,5,4,2,3,4,7,6,2,1,12,3,3,5,1,5,3.5,4.75,2.25,1.25,3.25,4,1,1,10,1,9,8.75,7,3,4,36.5,18.5562208796224,1,3,0.333333333333333
"581",2037,4,5,5,1,1,5,5,5,5,5,5,1,5,5,4,5,5,5,1,5,5,1,5,5,5,1,5,5,10,10,1,1,15,1,5,5,1,3.5,5,5,4,1,5,5,0,1,7.8,1.7,8.2,8.3,5.9,5,5,37.1,13.3287492119687,2,8,0.25
"582",2038,3,3,5,2,1,4,3,5,5,5,2,1,4,3,5,5,5,3,1,4,4,5,5,3,2,1,3,4,9,10,1,2,0,1,4,4,1,4.5,4.5,4.5,2.25,1,3.75,3.5,0,2,10,1.5,7,8,7.5,2,2,48,0,1,1,1
"583",2039,3,3,5,5,3,2,5,5,5,5,3,3,3,5,5,5,5,5,1,1,3,5,5,5,3,4,4,5,10,10,1,2,0,3,3,5,1,4.5,4.5,5,4,2.75,2.5,4.5,0,2,8.1,2.5,6.3,5.1,4.8,5,4,27,9.76387901058454,5,5,1
"584",2041,4,4,5,3,1,4,5,5,3,5,2,2,5,5,5,5,4,2,1,3,4,4,3,5,2,2,4,4,9,10,1,2,0,1,4,4,1,4.5,3.75,4.75,2.25,1.5,4,4.5,0,2,9.6,2.4,9.4,9.6,7.4,2,5,38.6,11.674759098157,0,5,0
"585",2043,4,3,5,4,1,3,5,5,4,5,3,1,2,3,5,4,5,1,1,3,5,5,3,5,4,1,3,5,10,10,2,1,16,3,4,4,1,4.75,3.5,5,3,1,2.75,4.5,1,1,7.2,1.2,6,5.2,5.2,4,3,28,12.8840987267251,4,1,4
"586",2044,5,5,5,4,1,3,5,5,3,5,2,2,4,4,5,5,5,2,1,4,4,5,4,5,2,1,3,4,10,10,1,2,0,1,4,4,1,5,4.25,5,2.5,1.25,3.5,4.25,0,2,8.33333333333333,1.66666666666667,9.33333333333333,8.33333333333333,7.33333333333333,2,4,38.3333333333333,18.0092568789868,2,1,2
"587",2045,1,4,2,3,2,2,2,4,3,3,2,2,4,3,5,4,4,3,1,3,2,3,3,3,1,1,4,4,10,10,1,2,30,3,3,5,2,3.25,3.5,3,2.25,1.5,3.25,2.75,0,2,10,2.11111111111111,9.9,9.9,6.4,6,4,39.7777777777778,20.6081159848358,2,7,0.285714285714286
"588",2047,5,3,5,3,1,3,4,5,3,5,2,1,4,4,5,3,5,2,1,4,4,5,3,5,3,1,4,5,10,10,1,1,25,3,3,7,4,5,3,5,2.5,1,3.75,4.25,0,1,8.42857142857143,2,10,9.28571428571429,7.42857142857143,3,4,33.25,11.4418821295566,3,1,3
"589",2048,4,3,5,2,2,3,3,4,3,5,1,1,3,2,5,3,4,1,1,3,3,5,3,4,1,1,3,3,9,8,1,1,24,2,3,4,1,4.5,3,4.5,1.25,1.25,3,2.75,0,1,5.5,4,9,7.5,6.5,2,3,32,15.556349186104,1,1,1
