"","egoID","X","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","Q3_9_TEXT","Q3_7_TEXT","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio","ego.ager","mean.eigen","dens","mean.deg","mean.bet","deg.centr","alter.aca.value.avg","alter.career.value.avg","density","gendersim","agediver.x","belong_cat","agediver.y"
"11",1020,13,4,2,5,1,3,1,3,5,1,5,1,3,1,2,5,1,2,1,4,1,1,5,1,5,1,3,1,1,10,-2,2,1,NA,NA,25,3,2,NA,NA,4.75,1.25,4.25,1,3.25,1,1.75,1,1,10,1.33333333333333,9,6.66666666666667,5.66666666666667,3,3,68,15.7162336455017,1,2,0.5,NA,0.804737854124365,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,6.66666666666667,9,0.666666666666667,0.333333333333333,1.58496250072116,0,1.58496250072116
"12",1023,14,2,5,5,4,1,5,5,3,5,5,3,1,5,3,4,5,5,5,1,5,5,4,5,5,5,1,5,5,10,10,1,1,NA,NA,15,1,5,NA,NA,3.25,5,5,4.25,1,5,4.5,0,1,9.83333333333333,2.16666666666667,9.5,9.33333333333333,6.33333333333333,4,5,42.5,19.6545160204977,1,5,0.2,NA,0.718309010760773,0.8,4,0.666666666666667,0.2,9.33333333333333,9.5,0.8,-0.666666666666667,2.58496250072116,1,2.58496250072116
"13",1025,15,3,5,5,4,1,4,4,3,5,5,4,1,5,5,3,5,5,4,1,3,5,3,5,3,4,1,4,5,8,9,1,1,NA,NA,17,3,4,NA,NA,3,5,4.5,4,1,4,4.75,0,1,8.6,2.6,9.4,9.2,8.6,3,5,231.8,428.964683861038,2,2,1,NA,0.782783577374194,0.7,2.8,0.9,0.3,9.2,9.4,0.7,0.2,2.32192809488736,1,2.32192809488736
"14",1027,16,3,3,4,4,1,1,5,4,4,4,1,1,3,4,3,4,4,4,1,3,3,4,4,4,3,1,3,3,10,10,1,2,NA,NA,0,3,3,NA,NA,3.5,3.75,4,3,1,2.5,3.75,0,2,10,2,10,10,3,1,3,35.5,13.4350288425444,1,1,1,NA,1,1,1,0,0,10,10,1,0,1,0,1
"15",1028,17,5,3,3,3,1,2,3,5,2,5,1,1,3,3,5,3,5,1,1,2,3,5,2,5,1,1,4,2,10,10,1,2,NA,NA,25,1,1,NA,NA,5,2.5,4.5,1.5,1,2.75,2.75,0,2,10,1,10,10,5.5,2,2,46,0,1,1,1,NA,1,1,1,0,0,10,10,1,0,0,0,0
"16",1029,18,3,3,4,3,2,3,2,3,3,4,2,1,3,3,3,3,3,3,1,4,2,4,3,3,3,1,4,4,10,10,1,2,NA,NA,0,1,2,NA,NA,3.25,3,3.5,2.75,1.25,3.5,2.75,0,2,9.7,1.6,10,10,6.6,3,6,37.125,17.1417410350958,2,8,0.25,NA,0.872112091433492,0.822222222222222,7.4,0.8,0.177777777777778,10,10,0.822222222222222,-0.6,2.5,0,2.5
"17",1030,19,4,3,5,3,1,2,4,4,3,4,1,1,4,3,3,4,4,1,1,3,3,3,4,4,3,1,4,4,10,9,1,1,NA,NA,23,3,3,NA,NA,3.5,3.5,4.25,2,1,3.25,3.5,0,1,9.8,2.2,9,9.2,7.6,4,3,60,13.9821314541096,2,3,0.666666666666667,NA,0.735768711763293,0.8,3.2,1.6,0.2,9.2,9,0.8,-0.2,1.37095059445467,0,1.37095059445467
"18",1031,20,4,5,4,4,1,4,4,4,3,5,4,2,4,4,5,4,4,3,1,4,4,4,4,4,4,1,4,4,10,10,1,2,NA,NA,0,3,4,NA,NA,4.25,4,4.25,3.75,1.25,4,4,0,2,10,1.6,10,10,8.8,2,4,29.5,14.8492424049175,3,2,1.5,NA,1,1,4,0,0,10,10,1,0.2,1,1,1
"19",1032,21,1,3,4,3,2,4,4,2,3,4,2,2,5,5,3,4,4,2,1,4,3,3,4,5,4,2,4,4,6,5,1,1,NA,NA,0,2,4,NA,NA,2.25,3.5,4.25,2.75,1.75,4.25,4,0,1,4.8,5.2,4.8,5,7.6,2,2,NA,NA,2,3,0.666666666666667,NA,0.754970354689117,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,5.66666666666667,5.66666666666667,0.666666666666667,-0.333333333333333,0,1,0
"20",1034,22,5,1,5,1,2,NA,5,5,1,5,1,4,1,1,5,1,5,1,3,1,1,5,1,1,1,3,1,4,10,2,1,1,NA,NA,8,1,5,NA,NA,5,1,4,1,3,NA,2.75,0,1,8.6,2.2,9.6,8.8,6.2,2,3,40.6,13.1263094584883,1,4,0.25,NA,0.68790829556308,0.5,2,1.1,0.5,8.8,9.6,0.5,-0.6,2.32192809488736,1,2.32192809488736
"21",1038,23,5,2,2,2,5,3,3,5,1,5,1,4,3,1,5,2,5,1,3,2,2,4,2,2,1,5,1,1,10,5,1,1,NA,NA,25,1,2,NA,NA,4.75,1.75,3.5,1.25,4.25,2.25,1.75,0,1,6.8,2.2,10,9.1,6.5,4,5,36.2,17.7250607270547,3,7,0.428571428571429,NA,0.561451109406314,0.388888888888889,3.11111111111111,2.44444444444444,0.611111111111111,9,10,0.388888888888889,-0.333333333333333,2.72548055699787,0,2.72548055699787
"22",1039,24,4,2,4,1,2,3,5,4,3,4,1,2,3,4,4,3,4,1,2,3,4,4,4,4,2,3,3,5,9,9,2,1,NA,NA,20,3,2,NA,NA,4,3,4,1.25,2.25,3,4.5,1,1,9.5,1.5,8.5,7.5,5.5,3,2,61.25,15.3920975395385,2,2,1,NA,0.894702623068257,1,3,0,0,7.5,8.5,1,0,2,0,2
"23",1040,25,4,3,3,2,3,3,4,5,1,4,1,3,2,4,5,2,4,1,1,2,2,5,2,1,1,2,2,3,10,8,1,1,NA,NA,0,1,4,NA,NA,4.75,2,3,1.25,2.25,2.25,3.25,0,1,7,2.33333333333333,9.66666666666667,9.33333333333333,6.66666666666667,3,4,25,7.93725393319377,0,3,0,NA,1,1,1,0,0,9,9.5,1,-1,1,1,1
"24",1041,26,4,3,4,1,2,4,4,4,3,4,1,2,4,4,4,3,4,1,1,4,4,4,3,5,1,2,4,4,10,5,2,1,NA,NA,20,1,4,NA,NA,4,3,4.25,1,1.75,4,4,1,1,9.4,2.4,7.3,6.8,6,5,5,144.9,300.824588977253,6,4,1.5,NA,0.668461194225408,0.6,5.4,2.15,0.4,6.8,7.3,0.6,-0.2,3.12192809488736,1,3.12192809488736
"25",1043,27,2,1,2,1,3,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,6,6,1,1,NA,NA,10,3,3,NA,NA,2,1,2,1,2,1,1,0,1,9.3,2.3,9,8.8,6.6,2,4,46.1,17.8478134359491,4,6,0.666666666666667,NA,0.681083564050438,0.511111111111111,4.6,2.8,0.488888888888889,8.8,9,0.511111111111111,-0.2,2.44643934467102,0,2.44643934467102
"26",1045,28,2,4,4,4,1,2,3,3,5,4,1,1,3,2,4,3,4,4,1,3,3,2,3,3,3,1,3,4,8,9,2,2,NA,NA,0,3,4,NA,NA,2.75,3.75,3.75,3,1,2.75,3,1,2,9,2.875,9.5,8.375,6.125,3,5,35.875,4.91172067609712,4,4,1,NA,0.404665545276465,0.321428571428571,2.25,3.25,0.678571428571429,8.375,9.5,0.321428571428571,0,2.5,1,2.5
"27",1046,29,1,4,5,4,1,3,4,5,4,5,3,1,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,10,10,1,1,NA,NA,25,3,4,NA,NA,3.5,4,4.5,3.75,1,3.75,4,0,1,10,1.375,10,10,4.375,2,5,27.125,13.5797906569179,2,6,0.333333333333333,NA,0.993865727513227,1,7,0,0,10,10,1,-0.5,2.15563906222957,1,2.15563906222957
"28",1049,30,3,2,4,2,2,2,4,4,3,4,2,2,2,2,3,3,4,2,1,3,3,4,4,2,2,1,2,3,10,9,1,1,NA,NA,27,3,2,NA,NA,3.5,3,3.5,2,1.5,2.25,3,0,1,9.5,1.5,10,9.16666666666667,6.16666666666667,3,5,33,17.8773599840692,2,4,0.5,NA,0.749669102262985,0.733333333333333,3.66666666666667,1,0.266666666666667,9.16666666666667,10,0.733333333333333,-0.333333333333333,2.25162916738782,0,2.25162916738782
"29",1051,31,2,3,5,2,1,3,3,5,1,1,1,1,1,1,1,4,1,1,1,1,2,3,3,1,1,1,1,1,10,10,2,1,NA,NA,0,1,5,NA,NA,2.75,2.75,2,1.25,1,1.5,1.75,1,1,8.3,2.9,9,7,6.6,5,5,50.6,22.819095317543,3,7,0.428571428571429,NA,0.617629182298068,0.428571428571429,2.57142857142857,0.285714285714286,0.238095238095238,7.14285714285714,8.57142857142857,0.428571428571429,0.142857142857143,2.52164063634332,1,2.52164063634332
"30",1054,33,4,5,5,2,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,3,1,5,5,10,10,1,1,NA,NA,4,1,5,NA,NA,4.75,5,5,1.75,1,5,5,0,1,10,1,10,10,5.5,2,2,47.5,3.53553390593274,1,1,1,NA,1,1,1,0,0,10,10,1,0,1,1,1
"31",1055,34,5,3,5,3,4,2,4,4,3,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,10,8,1,1,NA,NA,20,3,1,NA,NA,4.25,3.5,4.25,3.25,3.5,3.5,4,0,1,9.66666666666667,1.66666666666667,8.83333333333333,8.66666666666667,7.66666666666667,2,4,37.5,14.0107101889947,2,4,0.5,NA,0.928339803585863,1,5,0,0,8.66666666666667,8.83333333333333,1,-0.333333333333333,2.58496250072116,0,2.58496250072116
"32",1056,35,5,3,4,2,1,4,5,5,5,4,2,1,3,4,5,3,4,2,1,2,2,5,4,3,2,2,3,4,10,7,1,1,NA,NA,16,1,4,NA,NA,5,3.75,3.75,2,1.25,3,3.75,0,1,8.5,3,9.3,8.4,6.4,5,4,39.6,13.2346346967174,1,9,0.111111111111111,NA,0.575525947758085,0.333333333333333,2.66666666666667,1.75925925925926,0.291666666666667,8.22222222222222,9.22222222222222,0.333333333333333,-0.777777777777778,2.94770277922009,1,2.94770277922009
"33",1058,36,4,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,4,1,5,5,5,5,5,5,1,5,5,10,10,1,1,NA,NA,10,1,5,NA,NA,4.75,5,5,4.75,1,5,5,0,1,7.1,3.1,9.3,9.1,6.1,4,3,31.6,10.7103273111101,4,6,0.666666666666667,NA,0.60511922317608,0.464285714285714,3.25,2.5,0.25,9.375,9.375,0.464285714285714,-0.25,2.75,1,2.75
"34",1060,37,5,3,5,3,2,4,5,5,1,5,1,1,5,4,5,3,5,1,1,4,4,5,3,5,2,1,5,5,10,10,1,1,NA,NA,11,1,5,NA,NA,5,2.5,5,1.75,1.25,4.5,4.5,0,1,10,2,9.6,9.5,5.5,4,4,33.7,15.2100113229558,2,8,0.25,NA,0.78542351718273,0.688888888888889,6.2,1.4,0.311111111111111,9.5,9.6,0.688888888888889,-0.6,2.64643934467102,1,2.64643934467102
"35",1062,39,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,1,1,NA,NA,20,1,5,NA,NA,5,5,5,5,5,5,5,0,1,8.4,2.3,9,9,5.9,5,4,132.7,304.978341671813,4,5,0.8,NA,0.608917373666221,0.466666666666667,4.2,4,0.311111111111111,9,9,0.466666666666667,0,2.64643934467102,1,2.64643934467102
"36",1063,40,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,10,10,2,1,NA,NA,25,3,4,NA,NA,4,3.75,3.75,4,3.5,3.5,4,1,1,10,1,10,10,5.83333333333333,3,4,30.5,17.4327278416202,3,3,1,NA,0.926424336587709,0.933333333333333,4.66666666666667,0.166666666666667,0.0666666666666667,10,10,0.933333333333333,0,1.45914791702724,1,1.45914791702724
"37",1064,41,5,3,5,4,3,4,5,5,4,5,2,2,4,5,5,4,5,2,1,4,4,5,4,5,2,1,4,5,10,6,1,1,NA,NA,20,2,4,NA,NA,5,3.75,5,2.5,1.75,4,4.75,0,1,8.5,2,9.2,9.2,3.8,4,5,37,16,1,4,0.25,NA,0.748647040999208,0.7,2.8,0.6,0.3,9.2,9.2,0.7,-0.6,1.92192809488736,1,1.92192809488736
"38",1065,42,5,2,4,2,5,1,4,5,3,5,2,5,2,4,5,4,5,2,2,3,5,5,3,2,1,1,2,4,8,2,2,1,NA,NA,30,3,4,NA,NA,5,3,4,1.75,3.25,2,4.25,1,1,9.7,2.5,8.7,4.3,5.9,4,4,32.8,18.10954321775,6,4,1.5,NA,0.774903527806186,0.777777777777778,7,2.28333333333333,0.111111111111111,4.3,8.7,0.777777777777778,-0.2,2.37095059445467,1,2.37095059445467
"39",1067,43,4,2,2,4,5,2,4,2,3,3,1,5,1,1,4,2,4,1,3,1,3,4,2,1,1,3,1,2,10,0,2,2,NA,NA,28,3,4,NA,NA,3.5,2.25,2.5,1.75,4,1.25,2.5,1,2,10,2.5,10,5,6,2,2,40.5,0.707106781186548,1,1,1,NA,1,1,1,0,0,5,10,1,0,1,1,1
"40",1068,44,1,4,5,4,3,5,4,5,4,5,3,4,4,3,2,3,3,2,1,2,3,4,4,3,1,2,3,2,10,10,1,2,NA,NA,0,3,3,NA,NA,3,3.75,4,2.5,2.5,3.5,3,0,2,10,2.66666666666667,10,10,8,1,3,49,1.4142135623731,1,2,0.5,NA,1,1,1,0,0,10,10,1,0,1,0,1
"41",1069,45,2,5,5,4,1,4,5,5,4,5,3,1,5,5,3,4,4,4,1,5,3,4,4,4,3,1,3,3,10,10,1,1,NA,NA,10,3,4,NA,NA,3.5,4.25,4.5,3.5,1,4.25,4,0,1,9.25,2.5,10,10,6.5,2,4,37.25,16.5403546918841,2,2,1,NA,1,1,2,0,0,10,10,1,0.333333333333333,1.58496250072116,1,1.58496250072116
"42",1071,46,4,4,5,2,1,2,3,5,2,5,1,1,4,5,5,5,5,1,1,5,5,5,5,5,2,1,5,5,10,10,1,5,NA,NA,0,1,5,NA,NA,4.75,4,5,1.5,1,4,4.5,0,3,9.5,3,10,10,7.8,4,5,40.5555555555556,18.6152565864072,4,6,0.666666666666667,NA,0.876791638353123,0.833333333333333,6.66666666666667,0.777777777777778,0.166666666666667,10,10,0.833333333333333,-0.111111111111111,2.72548055699787,1,2.72548055699787
"43",1073,47,2,3,5,4,1,2,1,5,3,5,1,1,5,5,5,2,5,2,1,3,5,5,5,5,2,1,5,5,10,10,1,2,NA,NA,0,3,5,NA,NA,4.25,3.25,5,2.25,1,3.75,4,0,2,10,1.5,9.9,9.8,4.7,5,3,46,20.4015249974658,4,6,0.666666666666667,NA,0.944858954829739,0.955555555555555,8.6,0.2,0.0444444444444444,9.8,9.9,0.955555555555556,-0.2,3.12192809488736,1,3.12192809488736
"44",1075,48,4,2,4,2,3,2,2,4,2,4,2,4,2,3,3,2,4,2,2,2,3,4,2,3,1,2,2,3,7,7,1,2,NA,NA,0,3,2,NA,NA,3.75,2,3.75,1.75,2.75,2,2.75,0,2,6.5,2,8,8,4.5,2,2,60,4.24264068711928,1,1,1,NA,1,1,1,0,0,8,8,1,0,1,0,1
"45",1077,49,5,4,4,3,3,4,5,5,4,5,3,4,4,5,5,4,4,4,1,4,5,5,4,4,4,1,4,4,8,7,3,1,NA,NA,40,1,5,NA,NA,5,4,4.25,3.5,2.25,4,4.75,NA,1,8.5,3.5,8,7,4,2,3,509.5,692.25753878163,1,1,1,NA,1,1,1,0,0,7,8,1,1,1,1,1
"46",1079,51,4,2,5,2,1,2,4,5,2,5,1,1,4,4,5,3,5,1,1,4,5,5,3,4,1,1,2,4,10,10,1,1,NA,NA,13,1,4,NA,NA,4.75,2.5,4.75,1.25,1,3,4.25,0,1,10,1,10,10,6.5,2,2,45.5,4.94974746830583,1,1,1,NA,1,1,1,0,0,10,10,1,0,1,1,1
"47",1081,52,4,3,5,2,3,2,4,5,4,5,2,2,3,4,5,4,4,1,1,3,3,5,5,4,2,1,4,4,9,4,1,1,NA,NA,32,3,4,NA,NA,4.75,4,4.5,1.75,1.75,3,3.75,0,1,8,1.5,8.5,9,7.5,2,2,51,0,1,1,1,NA,1,1,1,0,0,9,8.5,1,0,0,1,0
"48",1082,53,3,4,4,4,1,4,5,3,5,5,2,1,5,5,5,3,4,1,1,1,1,3,3,3,1,1,1,4,6,6,2,1,NA,NA,0,3,3,NA,NA,3.5,3.75,4,2,1,2.75,3.75,1,1,4.66666666666667,1.33333333333333,7.33333333333333,6.66666666666667,4.33333333333333,2,4,22,1,2,1,2,NA,0.754970354689117,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,6.66666666666667,7.33333333333333,0.666666666666667,-0.333333333333333,1.58496250072116,0,1.58496250072116
"49",1084,54,4,3,4,3,1,3,4,4,2,4,1,1,NA,NA,NA,NA,NA,NA,1,3,2,4,2,2,1,1,2,3,10,10,1,1,NA,NA,0,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,10,1.66666666666667,9.16666666666667,8.83333333333333,5.5,4,4,36.3333333333333,21.5096877398689,1,5,0.2,NA,0.902198603380382,1,5,0.666666666666667,0,8.83333333333333,9.16666666666667,1,-0.666666666666667,2.25162916738782,1,2.25162916738782
"50",1085,55,5,3,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,10,10,1,1,NA,NA,4,1,5,NA,NA,5,4.5,5,1,1,5,5,0,1,10,1,10,10,5.5,2,2,47.5,3.53553390593274,1,1,1,NA,1,1,1,0,0,10,10,1,0,1,1,1
"51",1087,56,5,3,5,3,1,4,5,5,3,5,2,1,4,5,5,4,3,1,1,4,5,5,3,5,3,1,4,5,10,10,2,1,NA,NA,20,3,5,NA,NA,5,3.25,4.5,2.25,1,4,5,1,1,8.7,1.8,8.2,7.9,5.3,5,5,33.3,22.5883450773476,6,4,1.5,NA,0.850970710902039,0.911111111111111,8.2,4.83333333333333,0.0888888888888889,7.9,8.2,0.911111111111111,-0.2,1.57095059445467,1,1.57095059445467
"52",1088,57,3,4,4,4,2,4,4,5,4,4,4,2,5,4,5,5,5,5,1,3,3,4,5,5,4,1,4,4,10,10,2,2,NA,NA,25,3,4,NA,NA,4.25,4.5,4.5,4.25,1.5,4,3.75,1,2,6,2,10,8,5,1,3,43,19.0525588832576,1,2,0.5,NA,0.766622455746454,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,8,10,0.666666666666667,0.333333333333333,0.918295834054489,1,0.918295834054489
"53",1092,59,5,5,4,4,3,4,5,5,5,5,5,5,3,3,4,3,4,3,3,4,4,4,3,4,4,4,3,3,10,10,1,1,NA,NA,32,1,4,NA,NA,4.5,4,4.25,4,3.75,3.5,3.75,0,1,8.7,2.4,8.5,8.7,6.5,6,5,43.125,21.1081399329399,4,6,0.666666666666667,NA,0.999999573663809,0.333333333333333,1,0,0,8.75,9.25,0.333333333333333,-0.5,2,1,2
"54",1093,60,5,4,5,3,1,4,4,5,4,5,3,1,4,4,5,5,4,3,1,4,5,5,4,4,4,1,4,5,10,8,1,1,NA,NA,40,3,5,NA,NA,5,4.25,4.5,3.25,1,4,4.5,0,1,9.5,2.25,9.25,7.75,6.5,4,4,35.5,16.4215305823381,0,4,0,NA,1,1,1,0,0,9.5,9,1,-1,1,1,1
"55",1094,61,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,6,NA,NA,0,3,4,NA,NA,3,3,3,3,3,3,3,1,3,10,1.5,10,10,5.2,4,3,28.7,12.8931506364167,6,4,1.5,NA,0.981507290636732,0.977777777777778,8.8,0.1,0.0222222222222222,10,10,0.977777777777778,-0.2,1.96096404744368,1,1.96096404744368
"56",1095,62,4,3,5,2,2,4,4,4,5,5,3,1,4,5,5,5,5,3,1,2,5,5,4,4,2,1,3,5,10,10,1,1,NA,NA,10,1,4,NA,NA,4.5,4.25,4.75,2.5,1.25,3.25,4.75,0,1,10,1.66666666666667,7.66666666666667,8.33333333333333,6.66666666666667,3,3,35.6666666666667,12.8582010146573,1,2,0.5,NA,1,1,1,0,0,10,8,1,0,1,1,1
"57",1096,63,5,3,5,2,3,4,5,5,3,4,1,2,4,5,5,3,2,4,1,2,4,4,4,5,4,1,5,4,10,10,2,1,NA,NA,20,1,4,NA,NA,4.75,3.25,4,2.75,1.75,3.75,4.5,1,1,5,2.66666666666667,9.33333333333333,8,6.33333333333333,3,4,38.3333333333333,17.0098010962308,1,2,0.5,NA,0.804737854124365,0.666666666666667,1.33333333333333,0.333333333333333,0.333333333333333,8,9.33333333333333,0.666666666666667,0.333333333333333,1.58496250072116,1,1.58496250072116
"58",1097,64,5,4,5,4,1,4,4,5,4,5,2,1,4,3,5,4,5,2,1,4,4,5,4,1,1,1,4,4,8,7,2,1,NA,NA,20,1,4,NA,NA,5,4,4,2.25,1,4,3.75,1,1,8.75,1.75,9.25,8.75,6.5,2,4,33.5,17.5973482850873,1,3,0.333333333333333,NA,0.950260353119404,1,2,0,0,8.33333333333333,9,1,1,1.58496250072116,1,1.58496250072116
"59",1100,65,4,5,5,4,2,4,4,5,4,5,2,3,4,2,5,5,4,1,1,2,4,5,5,5,4,1,3,4,10,9,1,1,NA,NA,40,1,5,NA,NA,4.75,4.75,4.75,2.75,1.75,3.25,3.5,0,1,7.4,2.4,7.8,7.6,5.6,3,5,44.8,23.7524267766007,3,7,0.428571428571429,NA,0.797228814118933,0.75,6,1.22222222222222,0.125,7.66666666666667,7.77777777777778,0.75,-0.333333333333333,2.72548055699787,1,2.72548055699787
