"","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi"
"1297",1570,"cg","1","",10,1,"2","",49,10,10,3,"","","10","8","10","6","8","10","7","10","10","6","-10","2","5","-10","4","","2","5","","10","10","10","10","10","10","2","2","10","10","10","10","10","1","1","10","10","10","10","10","10","2","2","10","10","157002",1
"1298",1571,"sg","1","",7,3,"1","",41,10,7,5,"","5","10","10","7","7","10","-2","4","0","0","-6","5","0","0","5","2","7","7","7","0","0","4","7","7","7","1","0","7","3","9","6","6","1","0","6","0","7","9","9","10","0","0","9","0","9","157102",0
"1299",1573,"sg","1","",7,3,"1","",41,10,5,5,"","6","7","9","6","10","10","3","10","10","10","-2","5","0","0","0","-7","4","0","0","0","7","5","7","10","7","7","0","0","4","10","6","6","6","2","0","6","5","10","10","10","10","6","6","10","10","157302",0
"1300",1575,"sl","6","",8,1,"2","",19,5,6,10,"Currently Enrolled In College","9","7","9","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157502",1
"1301",1578,"as","4","",10,2,"1","",70,10,10,5,"","","10","10","10","10","10","7","7","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","8","10","10","10","0","0","0","0","7","0","0","0","7","8","0","7","0","157802",0
"1302",1580,"dad","1","",10,2,"2","",45,10,10,7,"","","8","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158002",1
"1303",1582,"dc","5","",10,1,"2","",19,10,10,4,"","0","0","5","2","4","4","5","5","6","6","3","3","4","4","4","4","4","4","4","4","4","0","0","8","0","5","0","0","0","0","3","2","2","0","0","0","0","0","1","0","1","1","1","1","1","158202",1
"1304",1583,"bm","1","",8,2,"2","",50,9,9,4,"","-4","9","0","10","8","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158302",1
"1305",1584,"lm","4","",10,2,"1","",22,10,9,7,"","","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158402",0
"1307",1603,"rp","1","",7,3,"2","",45,10,10,7,"","3","10","0","8","10","4","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","9","9","0","0","0","0","0","10","6","10","4","0","0","0","0","5","10","2","10","0","0","0","0","2","160302",1
"1308",1604,"rmg 2","1","",10,2,"2","",48,6,10,8,"","","10","8","10","6","10","6","10","5","5","7","9","5","6","10","10","10","8","8","6","10","","","","","","","","","","","","","","","","","","","","","","","","","160402",1
"1309",1605,"cc","1","",NA,1,"2","",63,10,10,4,"","7","3","3","8","8","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160502",1
"1310",1607,"amr","1","",10,1,"1","",52,10,10,8,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160702",0
"1311",1610,"cr","4","",10,1,"1","",65,10,10,7,"","","10","10","","","","10","10","10","","4","4","4","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161002",0
"1313",1614,"kl","6","",10,1,"1","",21,9,9,5,"","0","0","10","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","161402",0
"1314",1615,"jl","4","",8,1,"2","",78,10,10,7,"","6","6","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161502",1
"1315",1617,"tb","1","",9,2,"2","",53,10,10,4,"","10","5","10","10","10","10","10","10","10","1","10","10","10","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161702",1
"1316",1618,"d","1","",8,2,"2","",41,10,10,4,"","8","10","10","7","9","9","9","9","9","9","6","7","8","5","7","9","8","9","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","161802",1
"1318",1620,"cf","1","",10,1,"1","",53,10,10,8,"","","10","10","10","10","10","8","10","10","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162002",0
"1319",1622,"jd","1","",8,1,"2","",47,8,10,5,"","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162202",1
"1320",1623,"it","1","",10,3,"2","",56,10,10,8,"","","8","0","10","10","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162302",1
"1321",1625,"bb","6","",-10,3,"1","",18,-5,-7,6,"","-7","9","2","10","-5","4","","-6","-1","-8","8","-3","0","0","0","9","-9","-1","0","-2","2","-2","4","5","0","-4","5","-3","6","-8","2","6","-9","6","0","2","10","0","0","8","-6","0","0","0","10","162502",0
"1322",1627,"mh","4","",8,3,"2","",38,8,9,7,"","8","9","9","9","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162702",1
"1323",1628,"td","1","",8,2,"2","",55,10,10,7,"","7","10","10","10","","10","-7","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162802",1
"1324",1632,"hg","4","",10,2,"2","",79,3,7,3,"","10","10","4","10","10","7","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","0","2","-1","0","-2","0","3","4","1","0","0","2","0","0","0","0","163202",1
"1325",1634,"pr","7","",6,4,"2","",60,9,10,9,"","0","0","0","0","0","10","0","0","8","8","1","1","7","7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163402",1
"1326",1635,"tb","1","",10,1,"2","",36,10,10,5,"","10","8","8","9","8","-4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163502",1
"1327",1638,"da","1","",10,1,"1","",52,10,10,5,"","","10","10","10","","-10","10","10","7","0","10","7","7","3","0","8","0","0","8","0","3","0","0","0","0","0","0","0","10","10","5","0","10","0","0","0","10","10","8","8","8","7","0","0","0","163802",0
