"","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi"
"6895",1206,"ml","6","",10,1,"1","",19,10,10,5,"","10","4","-6","6","5","6","8","10","5","6","4","4","6","6","3","4","0","0","0","2","7","10","6","0","0","5","7","10","","","","","","","","","","","","","","","","","","120608",0
"6896",1208,"as","4","",9,2,"1","",50,7,6,7,"","10","10","10","10","10","10","5","6","10","0","1","4","10","2","10","4","4","10","3","10","10","8","9","8","9","1","1","1","6","7","7","10","1","2","1","2","10","10","10","10","1","0","-1","7","10","120808",0
"6897",1209,"hr","6","",7,3,"1","",19,6,8,5,"","","8","7","2","1","0","2","1","1","3","10","10","7","0","0","2","2","0","0","0","4","2","2","0","0","0","4","5","10","10","6","0","0","10","5","5","10","10","7","0","0","10","6","5","10","120908",0
"6898",1210,"tm","8","academic",10,5,"1","",57,10,10,7,"","10","9","10","10","10","6","6","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","8","0","0","0","0","9","121008",0
"6900",1213,"lc","6","",10,3,"1","",18,10,10,4,"","0","7","0","0","10","0","5","7","5","7","4","5","4","5","9","5","2","5","4","3","8","6","6","7","7","10","10","10","0","0","0","0","0","6","6","0","5","5","0","5","0","0","0","0","0","121308",0
"6904",1217,"eh","4","",-3,2,"1","",14,2,3,2,"","","6","0","0","0","0","1","-1","-3","-3","5","-2","7","1","8","-2","-5","-3","-1","1","8","4","7","4","-7","2","-9","2","7","10","10","4","5","10","8","8","3","5","9","-7","-3","-6","-3","9","7","121708",0
"6911",1226,"ad","6","",10,1,"1","",17,8,10,3,"","10","0","10","5","5","0","6","6","0","6","7","4","0","0","3","6","7","0","3","7","8","2","9","0","0","6","2","5","6","6","0","0","2","2","1","7","6","7","0","0","3","2","4","10","10","122608",0
"6914",1229,"eb","6","",10,4,"2","",NA,10,10,7,"","0","5","1","6","1","10","0","0","10","10","10","0","1","1","0","10","0","1","1","0","10","0","0","10","10","10","0","0","8","0","10","10","8","0","2","7","0","0","3","7","6","0","0","4","1","122908",1
"6916",1231,"cl","1","",4,3,"2","",46,6,8,4,"","10","-1","9","8","9","10","6","0","6","10","6","0","4","10","10","10","10","10","10","9","5","4","2","10","6","2","2","5","10","10","9","4","0","0","8","8","4","10","8","8","0","0","10","4","2","123108",1
"6917",1232,"rm","1","",6,6,"2","",999,9,9,3,"","5","10","0","10","-3","0","0","2","0","0","3","8","0","2","0","10","8","7","8","0","3","10","0","7","0","0","0","10","10","-5","4","4","0","0","2","-6","3","9","0","1","0","5","2","0","0","123208",1
"6918",1233,"ap","7","",9,1,"1","",40,10,10,7,"","10","6","8","6","10","10","8","-3","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","0","0","0","8","2","0","0","0","0","0","1","7","3","0","0","0","0","0","1","0","0","0","123308",0
"6921",1239,"jl","6","",3,3,"2","",26,10,10,8,"","8","8","7","6","6","10","6","6","10","10","0","0","3","0","0","0","0","5","0","0","7","2","0","8","3","0","6","10","3","0","5","5","0","7","10","10","4","4","-4","-3","0","5","7","10","10","123908",1
"6922",1242,"mc","4","",8,2,"2","",37,7,10,4,"","","10","10","7","5","5","8","4","4","3","10","10","10","6","9","10","10","10","6","7","10","10","10","10","5","5","10","10","10","10","10","1","3","10","10","10","10","4","4","4","10","10","10","5","5","124208",1
"6927",1254,"cl","6","",10,2,"2","",25,5,10,7,"","10","10","10","10","10","4","10","10","10","5","10","10","10","4","10","10","10","4","10","5","5","10","10","0","0","0","0","0","","","","","","","","","","","","","","","","","","125408",1
"6930",1261,"as","6","",10,1,"1","",18,8,8,5,"","10","10","10","8","8","3","9","8","1","10","6","6","0","0","0","4","6","-3","0","0","6","8","9","9","7","8","8","9","10","10","10","3","0","0","5","1","10","10","0","0","0","7","9","7","9","126108",0
"6933",1266,"bp","6","",7,2,"1","",38,5,5,7,"","7","8","8","10","0","0","9","0","0","7","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","8","6","8","7","0","9","0","8","8","8","7","9","8","0","0","0","9","126608",0
"6935",1269,"mb","11","work",10,1,"1","",45,10,10,9,"","0","10","0","10","0","10","10","0","10","8","0","0","0","0","0","0","0","0","0","0","0","6","0","7","0","0","10","10","","","","","","","","","","","","","","","","","","126908",0
"6937",1274,"bd","6","",6,1,"1","",18,8,8,5,"","7","9","4","8","5","10","1","2","2","3","0","0","0","6","0","0","0","0","7","0","4","4","3","3","0","0","0","0","9","6","8","5","2","0","0","0","4","5","0","3","1","0","0","0","0","127408",0
"6939",1276,"tm","8","academic",9,4,"1","",57,10,10,7,"","5","6","8","6","0","0","-2","0","0","-1","6","0","0","0","-1","8","5","6","5","4","3","6","8","7","7","6","0","7","10","0","0","0","7","0","0","0","10","7","6","6","6","0","3","6","0","127608",0
"6948",1287,"jf","4","",10,2,"2","",65,5,10,4,"","10","7","8","10","10","10","0","3","0","0","3","5","10","10","0","10","10","7","10","0","0","10","10","5","10","0","0","10","7","8","10","10","2","10","6","6","5","6","10","10","0","10","0","0","10","128708",1
"6956",1298,"lb","6","",10,4,"1","",20,0,6,5,"","4","0","0","6","0","0","8","0","0","10","4","9","0","0","4","10","10","0","0","0","10","4","10","0","0","6","10","","7","10","0","0","0","10","10","10","10","0","0","6","10","9","9","9","10","129808",0
"6957",1299,"nb","3","",4,3,"1","",40,3,3,7,"","4","8","10","4","7","7","10","10","10","0","0","0","0","0","5","0","0","0","7","0","0","-3","0","0","6","2","0","0","6","6","6","7","0","0","0","10","3","8","8","10","3","0","7","7","7","129908",0
"6958",1300,"al","6","",8,1,"1","",20,10,9,5,"","10","8","8","9","9","10","8","10","7","7","6","8","6","6","10","0","4","0","0","0","0","7","7","5","4","4","2","1","6","6","7","6","5","4","0","7","7","9","7","10","10","8","1","8","9","130008",0
"6962",1314,"dh","4","",10,2,"1","",39,10,10,6,"","10","10","10","10","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","7","10","10","10","10","10","10","10","8","10","10","10","10","10","131408",0
"6965",1322,"ac","6","",10,1,"1","",18,7,8,4,"","10","10","10","10","10","10","10","10","10","8","10","6","8","8","6","9","6","8","8","6","10","8","6","7","7","6","10","10","10","10","10","10","6","9","9","10","10","10","10","9","10","6","6","6","6","132208",0
"6966",1323,"sd","6","",8,3,"1","",21,7,8,7,"","10","10","10","10","10","10","10","10","10","10","8","8","8","8","8","6","6","7","6","9","8","7","7","7","7","9","8","8","6","5","5","6","9","7","10","7","9","9","10","6","10","8","8","1","6","132308",0
"6969",1326,"md","4","",10,1,"1","",70,10,10,5,"","10","10","10","10","10","10","2","6","0","0","8","10","0","0","10","10","10","10","10","0","3","10","10","10","10","0","0","10","10","10","10","10","1","1","10","10","10","10","10","10","0","0","10","10","10","132608",0
"6976",1338,"bw","4","",10,4,"2","",36,10,10,6,"","","10","10","8","9","9","10","10","10","9","10","10","10","8","10","10","9","10","10","10","9","10","10","9","10","10","10","8","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","133808",1
"6978",1343,"sv","6","",10,1,"2","",22,10,10,5,"","-2","10","-2","-2","-2","10","2","2","5","5","2","0","3","3","0","7","7","5","6","4","0","0","1","0","0","0","0","0","0","0","10","10","4","0","0","0","0","0","10","10","3","0","0","0","3","134308",1
"6981",1350,"tl","8","academic",-3,6,"2","",48,9,6,7,"","2","10","1","0","0","0","2","9","0","0","10","3","10","0","2","0","0","0","0","0","0","0","3","0","9","0","0","0","0","10","0","4","0","0","0","-2","0","0","0","0","0","0","0","0","3","135008",1
"6983",1353,"db","5","",10,1,"2","",18,10,10,4,"","10","10","10","10","10","10","10","10","10","10","10","10","0","10","10","10","10","0","10","10","10","10","10","10","0","10","10","10","0","0","0","0","10","0","10","10","10","10","0","10","10","0","10","10","0","135308",1
"6987",1358,"le","10","othr_adults",8,3,"1","",42,9,7,9,"","7","6","8","9","9","9","9","9","9","9","-5","8","1","5","7","9","9","9","9","9","0","10","8","8","8","8","1","2","4","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","9","135808",0
"6991",1364,"lk","6","",10,2,"1","",19,10,10,4,"","","7","7","6","6","-8","7","7","-8","10","-9","-9","10","-9","-9","10","10","-9","10","10","10","-9","-9","10","-9","-9","-9","-9","","","","","","","","","0","0","7","0","0","0","0","0","0","136408",0
"7000",1382,"ts","4","",6,6,"2","",60,3,7,7,"","10","6","6","10","10","6","0","0","6","5","10","10","9","0","5","10","10","10","10","9","10","7","9","10","10","9","10","10","10","10","10","10","10","10","10","10","8","8","6","9","0","0","10","10","10","138208",1
"7006",1390,"gv","6","peer",-5,4,"1","",20,-6,8,4,"","0","0","0","0","6","0","0","7","0","0","0","8","0","7","0","-4","","0","-6","0","-6","0","0","0","2","1","1","2","0","6","0","0","6","0","0","0","0","3","0","0","0","0","0","0","0","139008",0
"7015",1416,"am","7","",4,4,"2","",40,5,4,8,"","0","0","0","0","0","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","141608",1
"7017",1419,"ap","6","",10,1,"1","",19,10,10,5,"","0","0","10","0","6","0","0","7","1","10","0","10","10","0","0","0","8","9","0","0","10","4","6","8","0","0","0","3","0","10","10","0","0","10","10","0","0","9","9","0","2","7","4","0","6","141908",0
"7022",1425,"cd","6","",8,5,"1","",45,10,10,7,"","3","0","4","0","3","3","0","0","0","-3","2","2","2","0","0","10","8","6","6","-4","7","0","0","0","0","0","0","10","0","0","0","0","-2","0","7","3","4","2","0","0","3","-2","5","-2","0","142508",0
"7023",1426,"tj","6","",8,2,"2","",18,10,10,4,"","10","10","10","6","6","6","7","7","5","6","5","5","5","3","3","4","2","0","5","4","8","4","4","4","3","3","0","0","7","5","3","3","4","0","0","3","6","6","6","2","2","2","0","1","0","142608",1
"7027",1432,"tc","6","",10,3,"1","",54,10,10,8,"","10","8","9","5","5","10","4","6","10","10","10","10","5","1","0","10","10","5","4","2","10","10","10","10","3","3","7","10","","","","","","","","","","","","","","","","","","143208",0
"7034",1441,"sw","6","",10,1,"1","",18,10,10,4,"","0","0","4","0","2","10","0","0","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","9","9","9","0","0","0","10","9","9","10","0","0","10","0","10","9","9","0","0","0","10","10","144108",0
"7045",1462,"ea","4","",10,2,"2","",68,10,10,7,"","10","10","9","10","10","10","10","10","10","10","10","10","10","10","8","8","8","8","8","8","8","10","10","10","10","10","9","10","10","10","10","10","10","10","10","10","10","10","7","10","9","9","10","10","2","146208",1
"7051",1470,"ko","6","",8,1,"2","",19,6,5,5,"","9","6","3","7","5","5","2","1","4","-10","10","10","0","10","0","8","4","0","2","0","5","5","7","2","3","5","6","6","0","0","0","0","0","3","0","-3","4","-2","-3","7","3","0","0","0","0","147008",1
"7056",1479,"hd","6","",8,3,"2","",63,0,4,3,"","10","0","0","8","0","8","10","10","0","10","9","9","9","9","9","10","10","0","0","5","10","10","8","0","0","0","7","7","","","","","","","","","","","","","","","","","","147908",1
"7059",1483,"m.r","1","",6,6,"2","",999,10,4,4,"","7","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","10","0","0","10","-4","7","0","0","0","0","0","","","","","","","","","","","","","","","","","","148308",1
"7067",1495,"fm","1","",10,6,"2","",999,10,10,4,"","9","9","5","6","9","10","2","6","0","0","6","3","10","2","0","9","1","10","3","0","8","10","0","10","0","0","10","10","","","","","","","","","","","","","","","","","","149508",1
"7068",1496,"jr","1","",10,3,"2","",58,2,10,4,"","2","2","10","6","8","10","6","7","5","7","0","0","0","8","0","0","0","0","2","0","0","8","3","5","10","9","0","0","9","8","10","10","3","0","0","6","0","0","0","10","5","0","0","0","0","149608",1
"7069",1498,"nc","3","",10,3,"2","",24,4,10,7,"","10","9","10","10","9","3","10","10","0","10","10","10","0","10","10","10","10","0","10","10","10","10","10","3","10","10","10","10","10","10","5","10","10","10","10","10","","","","","","","","","","149808",1
"7071",1500,"kr","4","",5,4,"1","",62,10,10,7,"","","10","6","6","0","6","10","10","10","6","6","10","6","0","10","4","0","3","0","6","3","0","0","0","0","0","0","10","6","6","6","5","10","6","3","3","5","5","5","0","10","2","-4","-4","10","150008",0
"7075",1506,"dc","4","",10,3,"1","",999,5,5,4,"","","8","9","10","10","10","10","9","9","8","10","7","10","0","5","10","10","9","10","6","6","10","7","8","0","0","9","7","7","8","10","8","8","0","7","0","6","4","4","7","7","0","5","0","0","150608",0
"7077",1509,"mm","6","",10,2,"1","",18,10,10,5,"","10","10","10","10","10","10","5","5","10","10","10","10","10","10","10","6","-4","10","10","-6","4","2","2","7","10","2","7","3","0","0","2","8","1","1","1","10","0","6","5","1","1","-6","-5","1","1","150908",0
"7078",1513,"ks","6","",10,1,"1","",18,7,6,5,"","9","6","7","0","0","6","0","0","7","0","0","0","7","0","0","7","7","4","0","0","0","10","10","5","6","0","0","10","0","0","10","0","0","0","2","6","1","2","4","0","0","0","5","0","0","151308",0
"7092",1543,"hj","6","",4,1,"1","",18,5,5,5,"","10","2","3","2","4","10","1","1","10","10","2","2","10","10","10","1","2","10","10","10","10","8","8","8","8","8","8","8","6","6","6","6","6","6","6","6","5","5","5","5","5","5","5","5","6","154308",0
"7093",1544,"tc","6","",6,3,"1","",47,6,10,8,"","7","8","10","5","10","9","7","6","6","4","7","8","6","-10","6","9","-5","1","-8","-7","-8","8","10","6","3","8","7","5","9","9","8","5","5","5","4","3","5","6","1","2","-1","-4","-5","-5","-6","154408",0
"7095",1547,"wt","5","",10,1,"2","",20,7,9,6,"","6","4","10","10","6","6","4","9","9","6","8","8","6","7","10","6","8","8","4","2","6","3","3","4","4","4","5","6","7","8","8","7","10","10","10","9","1","8","8","0","7","5","5","1","4","154708",1
"7100",1556,"cousin","4","",10,2,"1","",20,10,10,5,"","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","155608",0
"7105",1570,"kd","4","",10,2,"2","",49,10,10,4,"","","10","8","10","6","8","10","7","10","10","6","-10","2","5","-10","4","","2","5","","10","10","10","10","10","10","2","2","10","10","10","10","10","1","1","10","10","10","10","10","10","2","2","10","10","157008",1
"7106",1571,"js","4","",8,4,"2","",50,10,10,7,"","5","10","10","7","7","10","-2","4","0","0","-6","5","0","0","5","2","7","7","7","0","0","4","7","7","7","1","0","7","3","9","6","6","1","0","6","0","7","9","9","10","0","0","9","0","9","157108",1
"7107",1573,"tk","4","",10,3,"2","",42,10,10,8,"","6","7","9","6","10","10","3","10","10","10","-2","5","0","0","0","-7","4","0","0","0","7","5","7","10","7","7","0","0","4","10","6","6","6","2","0","6","5","10","10","10","10","6","6","10","10","157308",1
"7109",1578,"jh","8","academic",10,6,"2","",NA,10,10,7,"","","10","10","10","10","10","7","7","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","8","10","10","10","0","0","0","0","7","0","0","0","7","8","0","7","0","157808",1
"7111",1582,"cm","1","",4,2,"2","",38,4,5,4,"","0","0","5","2","4","4","5","5","6","6","3","3","4","4","4","4","4","4","4","4","4","0","0","8","0","5","0","0","0","0","3","2","2","0","0","0","0","0","1","0","1","1","1","1","1","158208",1
"7115",1603,"gh","6","",10,1,"1","",19,10,10,5,"","3","10","0","8","10","4","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","9","9","0","0","0","0","0","10","6","10","4","0","0","0","0","5","10","2","10","0","0","0","0","2","160308",0
"7121",1614,"tl","7","",-4,6,"1","",25,10,10,8,"","0","0","10","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","161408",0
"7129",1625,"lm","6","",1,4,"2","",19,0,-4,7,"","-7","9","2","10","-5","4","","-6","-1","-8","8","-3","0","0","0","9","-9","-1","0","-2","2","-2","4","5","0","-4","5","-3","6","-8","2","6","-9","6","0","2","10","0","0","8","-6","0","0","0","10","162508",1
"7132",1632,"md","6","",6,3,"1","",19,10,10,6,"","10","10","4","10","10","7","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2","0","2","-1","0","-2","0","3","4","1","0","0","2","0","0","0","0","163208",0
"7136",1641,"cm","6","",10,1,"1","",18,10,10,4,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","164108",0
"7137",1642,"cm","6","",10,1,"1","",18,10,10,5,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","164208",0
"7147",1659,"nc","3","",10,3,"2","",16,10,10,3,"","9","9","9","9","10","10","9","10","10","8","9","7","7","7","8","10","10","10","0","0","0","8","9","10","0","0","0","7","10","10","10","7","8","0","8","10","5","5","5","8","9","0","5","0","0","165908",1
"7149",1661,"jh","6","",10,5,"1","",50,10,10,6,"","","6","0","6","6","6","6","6","6","6","10","10","0","0","0","10","10","0","10","0","10","10","10","0","0","0","10","10","10","10","6","10","0","0","0","6","10","10","7","10","3","10","10","6","10","166108",0
"7151",1664,"ky","6","",10,1,"1","",18,10,10,5,"","","10","10","10","10","10","10","10","10","10","9","9","10","10","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","166408",0
"7152",1665,"sd","4","",10,2,"1","",16,6,8,3,"","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","166508",0
"7154",1668,"st","8","academic",9,5,"2","",43,8,4,7,"","6","7","8","8","8","5","0","6","9","5","0","0","0","5","7","10","9","8","10","8","8","7","4","3","5","7","4","9","7","5","6","8","8","6","7","9","7","8","6","8","9","7","10","9","5","166808",1
"7156",1671,"ls","4","",10,3,"2","",40,10,10,4,"","","10","5","10","5","10","10","5","10","10","10","0","4","10","4","10","10","0","10","0","10","10","1","10","10","10","10","0","10","0","10","10","10","10","0","10","10","0","10","10","10","10","0","10","0","167108",1
"7161",1678,"mw","1","",10,2,"2","",61,10,10,5,"","10","10","10","4","0","0","7","0","0","10","0","0","0","8","10","","","","","","","4","0","0","10","10","10","","0","0","0","3","3","2","0","10","4","0","0","10","10","10","0","10","10","167808",1
"7162",1680,"rat","1","",10,1,"1","",45,10,10,4,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","168008",0
"7168",1692,"lo","6","",9,2,"1","",23,7,9,8,"","4","10","10","7","6","10","6","4","7","2","4","-1","5","1","0","-2","2","2","4","-1","6","3","1","6","6","-1","-1","7","5","4","1","1","4","-1","5","5","1","1","4","2","1","3","3","2","2","169208",0
"7170",1695,"jw","6","",10,4,"2","",32,10,10,7,"","10","4","6","0","0","3","6","7","10","-4","0","0","2","7","-9","7","0","7","-2","0","7","9","0","0","-9","3","3","9","0","0","0","0","0","0","9","10","7","4","9","-3","5","6","10","10","10","169508",1
"7173",1700,"mb","1","",10,1,"2","",40,10,10,8,"","8","6","6","10","10","6","10","10","6","10","10","10","6","10","10","4","10","6","10","10","10","10","4","6","10","10","10","4","","","","","","","","","","","","","","","","","","170008",1
"7174",1701,"rb","4","",10,1,"2","",999,10,10,4,"","8","8","10","10","4","4","10","4","4","10","10","8","8","7","7","10","10","10","8","8","10","10","10","10","7","7","10","10","10","6","6","10","10","7","7","5","10","0","0","0","0","3","3","3","5","170108",1
"7178",1705,"ch","6","",10,1,"1","",18,10,10,5,"","4","10","2","9","6","9","10","5","9","10","10","2","10","10","10","4","10","2","8","5","0","8","1","8","10","8","3","1","8","2","8","10","6","7","0","10","8","1","8","10","6","10","0","10","10","170508",0
"7179",1708,"so","6","",10,2,"1","",18,10,10,7,"","10","10","9","7","7","8","10","5","8","10","1","0","0","1","1","0","0","0","0","0","0","10","10","10","10","0","10","10","10","5","4","4","0","10","10","10","10","7","4","6","0","10","10","10","10","170808",0
"7187",1721,"aj","4","",10,3,"1","",28,10,10,7,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","6","10","10","10","9","172108",0
"7188",1723,"ta","4","",10,3,"1","",40,10,10,4,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","172308",0
"7196",1740,"jb","6","",8,1,"2","",20,9,8,5,"","0","4","0","6","6","4","0","7","4","9","8","4","7","6","9","6","9","3","8","8","6","7","9","4","7","9","7","10","6","8","4","9","3","7","-5","0","5","7","1","7","4","9","9","4","-7","174008",1
"7198",1742,"hf","6","",5,5,"1","",28,10,10,8,"","4","8","0","4","1","5","2","4","1","4","0","2","0","0","1","2","5","0","0","4","5","5","6","7","0","7","-2","6","2","4","0","0","6","-1","6","6","","","","","","","","","","174208",0
"7201",1745,"ch","6","",10,1,"1","",19,10,10,5,"","","10","10","0","0","0","7","10","10","0","6","9","9","0","10","4","7","7","-9","4","10","0","0","0","0","0","0","0","7","7","7","0","0","0","0","10","0","10","10","-1","0","0","0","0","0","174508",0
"7203",1748,"ac","3","",10,1,"1","",17,10,10,3,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","174808",0
"7204",1749,"bt","8","academic",10,4,"2","",39,9,8,7,"","9","10","8","10","9","8","8","6","4","4","8","8","0","0","10","10","6","10","10","0","0","8","4","1","10","0","0","7","4","4","1","10","0","0","10","10","4","4","1","10","0","0","10","10","10","174908",1
"7206",1751,"ap","7","",10,1,"1","",45,10,10,7,"","6","5","8","8","10","10","0","9","10","10","0","7","10","10","10","0","0","0","0","0","0","10","0","0","0","0","0","0","9","9","8","10","8","10","0","0","0","10","10","10","10","10","0","0","9","175108",0
"7210",1757,"tl","6","",10,2,"1","",21,10,10,7,"","10","9","8","9","9","10","8","9","9","6","","","","","","","","","","","","","","","2","","","","3","4","","6","8","","","","10","10","10","4","9","","","","","175708",0
"7213",1760,"jc","6","",10,2,"1","",19,10,10,5,"","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","176008",0
"7219",1771,"kl","5","",10,3,"2","",19,10,10,2,"","","10","0","10","0","0","10","10","10","10","10","2","2","7","3","10","0","-1","8","4","8","6","0","1","3","6","1","7","5","2","10","7","4","3","3","2","6","2","4","5","4","3","2","9","2","177108",1
"7222",1775,"el","8","academic",10,4,"1","",50,10,10,7,"","10","10","5","10","4","5","4","4","0","0","10","5","5","5","3","8","3","6","7","10","4","10","10","5","5","7","6","6","10","10","6","5","4","10","6","10","10","9","7","4","0","5","7","10","8","177508",0
"7232",1815,"io","3","",0,3,"1","",56,1,-1,7,"","","","","","","","","","","","-3","-2","7","5","6","6","2","-1","0","0","5","-1","0","-1","-1","2","-2","0","-1","0","-1","-2","-1","-2","-2","-2","0","-2","-2","-2","-4","-1","-2","-2","1","181508",0
"7234",1817,"mm","3","",10,2,"1","",21,10,9,5,"","10","10","8","8","8","7","7","7","0","0","10","9","10","10","0","10","7","10","10","0","10","10","10","8","9","0","10","10","10","10","9","8","0","10","10","8","8","0","0","0","8","0","0","0","8","181708",0
"7237",1821,"tm","6","",10,2,"1","",19,10,10,5,"","7","10","0","0","10","0","6","0","3","0","0","10","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","10","0","0","0","8","0","0","0","182108",0
"7238",1822,"tnl","3","",10,3,"2","",25,8,10,7,"","8","10","10","10","10","10","10","0","10","","4","0","0","0","1","10","0","0","0","0","0","10","0","0","0","4","8","8","5","0","0","0","4","6","6","","5","0","0","0","-4","-6","4","5","5","182208",1
"7246",1834,"hm","6","",8,1,"2","",18,8,8,5,"","5","1","0","0","1","7","0","0","8","8","9","9","0","0","0","6","4","3","7","3","7","6","4","1","0","1","6","8","0","0","1","1","1","8","10","8","0","0","7","7","7","1","1","0","3","183408",1
"7249",1839,"am","6","",10,2,"2","",40,7,7,5,"","8","7","8","0","0","0","9","9","7","0","10","10","0","0","8","10","10","0","0","0","9","8","7","7","0","7","10","7","7","10","0","0","0","0","9","8","0","0","0","0","0","0","0","0","0","183908",1
"7251",1842,"rh","8","academic",10,2,"1","",65,10,10,7,"","2","5","3","3","3","3","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","10","3","3","3","3","3","3","10","3","3","3","3","3","3","3","10","3","3","3","3","3","3","3","3","184208",0
"7254",1846,"sw","4","",10,3,"1","",42,10,10,7,"","","10","10","10","10","10","10","10","7","10","10","10","8","10","7","10","8","0","0","0","0","10","10","8","6","3","0","7","6","5","7","3","0","0","10","0","7","7","5","0","0","0","10","0","10","184608",0
"7255",1847,"j.g","3","",10,3,"2","",23,2,5,5,"","8","10","8","10","5","8","7","5","7","4","10","8","9","8","7","8","5","6","5","8","5","7","9","9","5","6","7","10","10","7","8","7","9","7","10","10","1","8","2","0","0","0","0","0","0","184708",1
"7256",1848,"pj","4","",10,3,"1","",40,10,10,9,"","3","10","0","4","0","2","7","0","7","10","4","0","4","0","0","","","","","","","10","0","10","0","3","0","0","10","0","10","0","2","0","0","10","","","","","","","","","","184808",0
"7259",1852,"te","6","",10,2,"2","",35,4,10,8,"","","","","2","-1","0","2","1","3","-1","4","-4","8","6","1","-4","-6","","","-3","","4","","6","-7","-6","3","-4","-2","5","6","7","6","7","9","7","7","6","6","6","6","-3","","","","185208",1
"7260",1855,"od","4","",10,2,"1","",NA,10,10,7,"","","6","0","10","10","0","10","10","0","5","10","10","0","5","10","10","10","0","5","10","10","10","10","0","5","8","8","10","8","8","0","5","8","8","10","6","8","8","0","5","8","8","9","10","6","185508",0
"7262",1860,"mc","6","",7,2,"2","",18,6,6,5,"","-6","7","6","0","0","0","0","0","0","8","3","2","2","4","4","2","0","1","1","1","8","2","3","2","5","5","7","7","5","1","3","1","0","4","7","4","0","0","0","-2","2","6","7","5","8","186008",1
"7263",1862,"oo","6","",9,2,"1","",17,6,7,3,"","2","8","10","9","9","10","9","1","3","3","9","0","0","0","10","10","0","1","1","5","7","8","0","0","0","5","8","10","10","0","0","0","-2","-2","10","10","10","0","4","4","1","3","1","0","-1","186208",0
"7266",1868,"kt","3","",10,2,"1","",10,0,0,1,"","","8","8","10","10","","10","10","","10","10","2","10","10","10","","","10","","","","10","10","10","10","10","10","10","10","","","","","","","","10","10","10","10","10","10","","10","","186808",0
