"","egoID","from.alter","to.alter","weight_origin","weight"
"7693",2617,"261701","261709",6,6
"7703",2638,"263801","263809",3,3
"7706",2642,"264201","264209",7,7
"7710",2652,"265201","265209",7,7
"7713",2656,"265601","265609",10,10
"7725",2677,"267701","267709",10,10
"7727",2681,"268101","268109",4,4
"7732",2690,"269001","269009",5,5
"7749",1007,"100701","100710",10,10
"7756",1019,"101901","101910",6,6
"7767",1038,"103801","103810",4,4
"7770",1041,"104101","104110",3,3
"7771",1043,"104301","104310",10,10
"7779",1056,"105601","105610",10,10
"7780",1058,"105801","105810",5,5
"7786",1065,"106501","106510",10,10
"7790",1071,"107101","107110",9,9
"7791",1073,"107301","107310",9,9
"7800",1087,"108701","108710",7,7
"7805",1094,"109401","109410",10,10
"7809",1100,"110001","110010",6,6
"7834",1156,"115601","115610",7,7
"7835",1158,"115801","115810",10,10
"7842",1172,"117201","117210",2,2
"7843",1175,"117501","117510",8,8
"7850",1192,"119201","119210",10,10
"7859",1202,"120201","120210",10,10
"7864",1208,"120801","120810",10,10
"7865",1209,"120901","120910",10,10
"7866",1210,"121001","121010",4,4
"7868",1213,"121301","121310",5,5
"7872",1217,"121701","121710",3,3
"7873",1218,"121801","121810",10,10
"7879",1226,"122601","122610",6,6
"7884",1231,"123101","123110",4,4
"7885",1232,"123201","123210",3,3
"7889",1239,"123901","123910",4,4
"7890",1242,"124201","124210",10,10
"7898",1261,"126101","126110",10,10
"7901",1266,"126601","126610",8,8
"7902",1267,"126701","126710",10,10
"7905",1274,"127401","127410",4,4
"7907",1276,"127601","127610",10,10
"7916",1287,"128701","128710",5,5
"7924",1298,"129801","129810",10,10
"7925",1299,"129901","129910",3,3
"7926",1300,"130001","130010",7,7
"7930",1314,"131401","131410",10,10
"7933",1322,"132201","132210",10,10
"7934",1323,"132301","132310",9,9
"7937",1326,"132601","132610",10,10
"7944",1338,"133801","133810",10,10
"7951",1353,"135301","135310",10,10
"7955",1358,"135801","135810",4,4
"7968",1382,"138201","138210",8,8
"7990",1425,"142501","142510",4,4
"7991",1426,"142601","142610",6,6
"8005",1451,"145101","145110",2,2
"8013",1462,"146201","146210",10,10
"8019",1470,"147001","147010",4,4
"8039",1500,"150001","150010",5,5
"8043",1506,"150601","150610",6,6
"8046",1513,"151301","151310",1,1
"8060",1543,"154301","154310",5,5
"8061",1544,"154401","154410",5,5
"8063",1547,"154701","154710",1,1
"8068",1556,"155601","155610",10,10
"8073",1570,"157001","157010",10,10
"8074",1571,"157101","157110",7,7
"8075",1573,"157301","157310",5,5
"8077",1578,"157801","157810",7,7
"8083",1603,"160301","160310",5,5
"8097",1625,"162501","162510",10,10
"8100",1632,"163201","163210",4,4
"8103",1638,"163801","163810",10,10
"8104",1641,"164101","164110",10,10
"8105",1642,"164201","164210",10,10
"8115",1659,"165901","165910",5,5
"8117",1661,"166101","166110",10,10
"8119",1664,"166401","166410",10,10
"8120",1665,"166501","166510",10,10
"8122",1668,"166801","166810",7,7
"8124",1671,"167101","167110",10,10
"8129",1678,"167801","167810",4,4
"8130",1680,"168001","168010",10,10
"8136",1692,"169201","169210",1,1
"8138",1695,"169501","169510",7,7
"8142",1701,"170101","170110",10,10
"8146",1705,"170501","170510",8,8
"8147",1708,"170801","170810",10,10
"8155",1721,"172101","172110",10,10
"8156",1723,"172301","172310",10,10
"8164",1740,"174001","174010",5,5
"8171",1748,"174801","174810",10,10
"8172",1749,"174901","174910",4,4
"8176",1753,"175301","175310",2,2
"8178",1757,"175701","175710",10,10
"8181",1760,"176001","176010",10,10
"8187",1771,"177101","177110",6,6
"8190",1775,"177501","177510",10,10
"8202",1817,"181701","181710",8,8
"8206",1822,"182201","182210",5,5
"8219",1842,"184201","184210",10,10
"8222",1846,"184601","184610",7,7
"8223",1847,"184701","184710",1,1
"8227",1852,"185201","185210",7,7
"8228",1855,"185501","185510",8,8
"8231",1862,"186201","186210",10,10
"8234",1868,"186801","186810",10,10
"8237",1874,"187401","187410",10,10
"8242",1884,"188401","188410",2,2
"8255",1916,"191601","191610",10,10
"8260",1924,"192401","192410",10,10
"8266",1939,"193901","193910",10,10
"8269",1943,"194301","194310",6,6
"8270",1952,"195201","195210",8,8
"8274",1961,"196101","196110",8,8
"8275",1963,"196301","196310",10,10
"8281",1975,"197501","197510",10,10
"8284",1979,"197901","197910",10,10
"8291",1989,"198901","198910",9,9
"8293",1991,"199101","199110",10,10
"8314",2022,"202201","202210",5,5
"8315",2023,"202301","202310",2,2
"8327",2039,"203901","203910",8,8
"8331",2045,"204501","204510",10,10
"8334",2049,"204901","204910",10,10
"8351",2089,"208901","208910",9,9
"8352",2090,"209001","209010",5,5
"8353",2092,"209201","209210",10,10
"8358",2097,"209701","209710",10,10
"8362",2101,"210101","210110",2,2
"8374",2120,"212001","212010",6,6
"8377",2123,"212301","212310",4,4
"8379",2125,"212501","212510",10,10
"8381",2128,"212801","212810",10,10
"8382",2130,"213001","213010",7,7
"8385",2134,"213401","213410",10,10
"8386",2135,"213501","213510",10,10
"8388",2140,"214001","214010",10,10
"8389",2141,"214101","214110",3,3
"8390",2143,"214301","214310",8,8
"8392",2145,"214501","214510",9,9
"8398",2152,"215201","215210",7,7
"8399",2153,"215301","215310",1,1
"8400",2155,"215501","215510",10,10
"8402",2158,"215801","215810",8,8
"8409",2167,"216701","216710",10,10
"8417",2176,"217601","217610",10,10
"8426",2191,"219101","219110",10,10
"8432",2201,"220101","220110",8,8
"8436",2208,"220801","220810",10,10
"8439",2218,"221801","221810",1,1
"8440",2219,"221901","221910",9,9
"8446",2229,"222901","222910",10,10
"8455",2241,"224101","224110",8,8
"8457",2244,"224401","224410",10,10
"8458",2245,"224501","224510",5,5
"8461",2249,"224901","224910",8,8
"8465",2254,"225401","225410",8,8
"8467",2260,"226001","226010",10,10
"8468",2261,"226101","226110",5,5
"8477",2279,"227901","227910",5,5
"8480",2287,"228701","228710",4,4
"8485",2306,"230601","230610",8,8
"8488",2309,"230901","230910",10,10
"8495",2328,"232801","232810",2,2
"8496",2330,"233001","233010",10,10
"8499",2333,"233301","233310",2,2
"8506",2343,"234301","234310",3,3
"8508",2347,"234701","234710",5,5
"8511",2351,"235101","235110",10,10
"8516",2359,"235901","235910",8,8
"8518",2361,"236101","236110",8,8
"8532",2389,"238901","238910",5,5
"8533",2393,"239301","239310",2,2
"8537",2399,"239901","239910",10,10
"8564",2439,"243901","243910",10,10
"8569",2455,"245501","245510",6,6
"8574",2466,"246601","246610",10,10
"8575",2467,"246701","246710",10,10
"8580",2475,"247501","247510",10,10
"8581",2476,"247601","247610",5,5
"8582",2477,"247701","247710",4,4
"8583",2481,"248101","248110",10,10
"8585",2483,"248301","248310",10,10
"8587",2485,"248501","248510",5,5
"8592",2491,"249101","249110",10,10
"8599",2505,"250501","250510",3,3
"8603",2514,"251401","251410",3,3
"8605",2517,"251701","251710",6,6
"8607",2520,"252001","252010",1,1
"8608",2522,"252201","252210",10,10
"8616",2533,"253301","253310",10,10
"8617",2535,"253501","253510",6,6
"8618",2536,"253601","253610",10,10
"8624",2546,"254601","254610",3,3
"8627",2552,"255201","255210",7,7
"8629",2554,"255401","255410",7,7
"8632",2559,"255901","255910",8,8
"8633",2560,"256001","256010",10,10
"8643",2582,"258201","258210",10,10
"8646",2590,"259001","259010",7,7
"8652",2601,"260101","260110",6,6
"8654",2605,"260501","260510",6,6
"8656",2607,"260701","260710",6,6
"8657",2608,"260801","260810",4,4
"8659",2614,"261401","261410",6,6
"8661",2617,"261701","261710",8,8
"8671",2638,"263801","263810",6,6
"8673",2641,"264101","264110",4,4
"8674",2642,"264201","264210",10,10
"8678",2652,"265201","265210",10,10
"8679",2653,"265301","265310",10,10
"8681",2656,"265601","265610",10,10
"8691",2675,"267501","267510",2,2
"8693",2677,"267701","267710",10,10
"8700",2690,"269001","269010",2,2
"8703",2694,"269401","269410",3,3
"9691",1001,"100102","100103",10,10
"9701",1002,"100202","100203",5,5
"9711",1005,"100502","100503",10,10
"9731",1007,"100702","100703",8,8
"9741",1008,"100802","100803",7,7
"9761",1012,"101202","101203",5,5
"9791",1018,"101802","101803",10,10
"9801",1019,"101902","101903",10,10
"9811",1020,"102002","102003",6,6
"9821",1023,"102302","102303",5,5
"9831",1025,"102502","102503",7,7
"9861",1029,"102902","102903",10,10
"9871",1030,"103002","103003",10,10
"9881",1031,"103102","103103",10,10
"9901",1034,"103402","103403",10,10
"9911",1038,"103802","103803",10,10
"9921",1039,"103902","103903",5,5
"9941",1041,"104102","104103",10,10
"9951",1043,"104302","104303",10,10
"9971",1046,"104602","104603",10,10
"9981",1049,"104902","104903",10,10
"9991",1051,"105102","105103",10,10
"10021",1055,"105502","105503",10,10
"10031",1056,"105602","105603",8,8
"10051",1060,"106002","106003",10,10
"10071",1062,"106202","106203",9,9
"10081",1063,"106302","106303",10,10
"10091",1064,"106402","106403",10,10
"10101",1065,"106502","106503",7,7
"10141",1071,"107102","107103",10,10
"10151",1073,"107302","107303",10,10
"10221",1084,"108402","108403",8,8
"10241",1087,"108702","108703",10,10
"10251",1088,"108802","108803",5,5
"10291",1094,"109402","109403",10,10
"10311",1096,"109602","109603",8,8
"10321",1097,"109702","109703",6,6
"10331",1100,"110002","110003",7,7
"10361",1103,"110302","110303",10,10
"10381",1108,"110802","110803",10,10
"10401",1118,"111802","111803",10,10
"10411",1121,"112102","112103",10,10
"10421",1122,"112202","112203",6,6
"10461",1132,"113202","113203",4,4
"10491",1137,"113702","113703",7,7
"10511",1143,"114302","114303",5,5
"10521",1145,"114502","114503",10,10
"10531",1147,"114702","114703",2,2
"10541",1149,"114902","114903",5,5
"10551",1150,"115002","115003",3,3
"10561",1151,"115102","115103",10,10
"10571",1152,"115202","115203",5,5
"10581",1156,"115602","115603",8,8
"10591",1158,"115802","115803",5,5
"10611",1161,"116102","116103",8,8
"10651",1168,"116802","116803",10,10
"10661",1172,"117202","117203",10,10
"10671",1175,"117502","117503",10,10
"10701",1187,"118702","118703",10,10
"10711",1189,"118902","118903",9,9
"10721",1190,"119002","119003",10,10
"10741",1192,"119202","119203",10,10
"10751",1193,"119302","119303",2,2
"10771",1196,"119602","119603",8,8
"10781",1197,"119702","119703",10,10
"10801",1199,"119902","119903",10,10
"10811",1200,"120002","120003",6,6
"10831",1202,"120202","120203",10,10
"10841",1203,"120302","120303",10,10
"10861",1205,"120502","120503",10,10
"10881",1208,"120802","120803",10,10
"10891",1209,"120902","120903",7,7
"10901",1210,"121002","121003",10,10
"10911",1211,"121102","121103",8,8
"10931",1214,"121402","121403",10,10
"10951",1216,"121602","121603",7,7
"10971",1218,"121802","121803",10,10
"10991",1221,"122102","122103",9,9
"11001",1222,"122202","122203",10,10
"11021",1225,"122502","122503",5,5
"11031",1226,"122602","122603",10,10
"11041",1227,"122702","122703",10,10
"11051",1228,"122802","122803",2,2
"11061",1229,"122902","122903",1,1
"11081",1231,"123102","123103",9,9
"11101",1233,"123302","123303",8,8
"11121",1238,"123802","123803",10,10
"11131",1239,"123902","123903",7,7
"11141",1242,"124202","124203",10,10
"11181",1252,"125202","125203",4,4
"11191",1254,"125402","125403",10,10
"11221",1261,"126102","126103",10,10
"11241",1264,"126402","126403",9,9
"11251",1266,"126602","126603",8,8
"11261",1267,"126702","126703",2,2
"11281",1273,"127302","127303",3,3
"11291",1274,"127402","127403",4,4
"11301",1275,"127502","127503",10,10
"11311",1276,"127602","127603",8,8
"11331",1279,"127902","127903",9,9
"11341",1280,"128002","128003",8,8
"11361",1282,"128202","128203",3,3
"11371",1283,"128302","128303",10,10
"11391",1286,"128602","128603",5,5
"11401",1287,"128702","128703",8,8
"11411",1288,"128802","128803",2,2
"11441",1293,"129302","129303",8,8
"11451",1294,"129402","129403",10,10
"11461",1296,"129602","129603",10,10
"11471",1297,"129702","129703",10,10
"11491",1299,"129902","129903",10,10
"11501",1300,"130002","130003",8,8
"11521",1311,"131102","131103",6,6
"11531",1313,"131302","131303",10,10
"11541",1314,"131402","131403",10,10
"11571",1322,"132202","132203",10,10
"11581",1323,"132302","132303",10,10
"11601",1325,"132502","132503",10,10
"11611",1326,"132602","132603",10,10
"11631",1328,"132802","132803",10,10
"11641",1329,"132902","132903",10,10
"11651",1330,"133002","133003",10,10
"11661",1335,"133502","133503",10,10
"11681",1338,"133802","133803",10,10
"11691",1340,"134002","134003",10,10
"11721",1347,"134702","134703",3,3
"11731",1350,"135002","135003",1,1
"11741",1351,"135102","135103",10,10
"11751",1353,"135302","135303",10,10
"11771",1355,"135502","135503",10,10
"11781",1356,"135602","135603",2,2
"11791",1358,"135802","135803",8,8
"11821",1363,"136302","136303",8,8
"11831",1364,"136402","136403",7,7
"11861",1368,"136802","136803",10,10
"11871",1370,"137002","137003",8,8
"11881",1372,"137202","137203",10,10
"11891",1375,"137502","137503",7,7
"11921",1382,"138202","138203",6,6
"11941",1385,"138502","138503",10,10
"11961",1387,"138702","138703",4,4
"11971",1389,"138902","138903",10,10
"11991",1391,"139102","139103",10,10
"12011",1393,"139302","139303",9,9
"12021",1394,"139402","139403",3,3
"12031",1395,"139502","139503",7,7
"12041",1399,"139902","139903",10,10
"12051",1413,"141302","141303",8,8
"12061",1414,"141402","141403",4,4
"12081",1417,"141702","141703",7,7
"12091",1419,"141902","141903",10,10
"12101",1420,"142002","142003",8,8
"12111",1421,"142102","142103",6,6
"12141",1425,"142502","142503",4,4
"12151",1426,"142602","142603",10,10
"12161",1427,"142702","142703",7,7
"12181",1431,"143102","143103",8,8
"12191",1432,"143202","143203",9,9
"12211",1434,"143402","143403",4,4
"12231",1437,"143702","143703",3,3
"12261",1441,"144102","144103",4,4
"12281",1450,"145002","145003",10,10
"12291",1451,"145102","145103",10,10
"12311",1453,"145302","145303",9,9
"12331",1457,"145702","145703",8,8
"12351",1459,"145902","145903",10,10
"12371",1462,"146202","146203",9,9
"12411",1467,"146702","146703",1,1
"12421",1468,"146802","146803",10,10
"12431",1470,"147002","147003",3,3
"12441",1471,"147102","147103",10,10
"12451",1472,"147202","147203",10,10
"12461",1476,"147602","147603",9,9
"12471",1477,"147702","147703",7,7
"12491",1480,"148002","148003",10,10
"12521",1485,"148502","148503",8,8
"12531",1486,"148602","148603",10,10
"12541",1487,"148702","148703",10,10
"12551",1488,"148802","148803",3,3
"12561",1489,"148902","148903",4,4
"12571",1491,"149102","149103",3,3
"12591",1495,"149502","149503",5,5
"12601",1496,"149602","149603",10,10
"12611",1498,"149802","149803",10,10
"12621",1499,"149902","149903",6,6
"12631",1500,"150002","150003",6,6
"12661",1505,"150502","150503",1,1
"12671",1506,"150602","150603",9,9
"12681",1508,"150802","150803",7,7
"12691",1509,"150902","150903",10,10
"12701",1513,"151302","151303",7,7
"12721",1517,"151702","151703",7,7
"12731",1520,"152002","152003",10,10
"12741",1528,"152802","152803",10,10
"12751",1529,"152902","152903",10,10
"12771",1533,"153302","153303",10,10
"12781",1535,"153502","153503",6,6
"12791",1536,"153602","153603",8,8
"12811",1539,"153902","153903",8,8
"12821",1540,"154002","154003",10,10
"12831",1542,"154202","154203",4,4
"12841",1543,"154302","154303",3,3
"12851",1544,"154402","154403",10,10
"12861",1546,"154602","154603",3,3
"12871",1547,"154702","154703",10,10
"12891",1552,"155202","155203",10,10
"12911",1555,"155502","155503",10,10
"12921",1556,"155602","155603",10,10
"12951",1563,"156302","156303",10,10
"12971",1570,"157002","157003",8,8
"12981",1571,"157102","157103",10,10
"12991",1573,"157302","157303",9,9
"13001",1575,"157502","157503",9,9
"13011",1578,"157802","157803",10,10
"13021",1580,"158002","158003",7,7
"13031",1582,"158202","158203",5,5
"13051",1584,"158402","158403",10,10
"13081",1604,"160402","160403",8,8
"13091",1605,"160502","160503",3,3
"13101",1607,"160702","160703",10,10
"13111",1610,"161002","161003",10,10
"13131",1614,"161402","161403",10,10
"13141",1615,"161502","161503",10,10
"13151",1617,"161702","161703",10,10
"13161",1618,"161802","161803",10,10
"13181",1620,"162002","162003",10,10
"13211",1625,"162502","162503",2,2
"13221",1627,"162702","162703",9,9
"13231",1628,"162802","162803",10,10
"13241",1632,"163202","163203",4,4
"13261",1635,"163502","163503",8,8
"13271",1638,"163802","163803",10,10
"13281",1641,"164102","164103",10,10
"13291",1642,"164202","164203",10,10
"13301",1645,"164502","164503",6,6
"13311",1647,"164702","164703",8,8
"13321",1648,"164802","164803",8,8
"13341",1650,"165002","165003",8,8
"13371",1656,"165602","165603",10,10
"13391",1659,"165902","165903",9,9
"13401",1660,"166002","166003",10,10
"13421",1663,"166302","166303",10,10
"13431",1664,"166402","166403",10,10
"13441",1665,"166502","166503",10,10
"13451",1667,"166702","166703",7,7
"13461",1668,"166802","166803",8,8
"13481",1671,"167102","167103",5,5
"13521",1677,"167702","167703",10,10
"13531",1678,"167802","167803",10,10
"13541",1680,"168002","168003",10,10
"13561",1686,"168602","168603",8,8
"13591",1690,"169002","169003",10,10
"13601",1692,"169202","169203",10,10
"13611",1694,"169402","169403",7,7
"13621",1695,"169502","169503",6,6
"13631",1697,"169702","169703",10,10
"13641",1699,"169902","169903",2,2
"13651",1700,"170002","170003",6,6
"13661",1701,"170102","170103",10,10
"13671",1702,"170202","170203",6,6
"13681",1703,"170302","170303",9,9
"13701",1705,"170502","170503",2,2
"13711",1708,"170802","170803",9,9
"13721",1709,"170902","170903",10,10
"13731",1710,"171002","171003",4,4
"13741",1713,"171302","171303",10,10
"13761",1715,"171502","171503",10,10
"13791",1721,"172102","172103",10,10
"13801",1723,"172302","172303",10,10
"13811",1724,"172402","172403",3,3
"13831",1727,"172702","172703",7,7
"13851",1730,"173002","173003",2,2
"13861",1731,"173102","173103",8,8
"13871",1734,"173402","173403",10,10
"13891",1741,"174102","174103",10,10
"13911",1743,"174302","174303",10,10
"13931",1745,"174502","174503",10,10
"13951",1748,"174802","174803",10,10
"13961",1749,"174902","174903",8,8
"13981",1751,"175102","175103",8,8
"14001",1753,"175302","175303",9,9
"14011",1755,"175502","175503",9,9
"14021",1757,"175702","175703",8,8
"14041",1759,"175902","175903",8,8
"14051",1760,"176002","176003",10,10
"14061",1762,"176202","176203",10,10
"14071",1763,"176302","176303",10,10
"14091",1766,"176602","176603",7,7
"14121",1772,"177202","177203",5,5
"14131",1774,"177402","177403",10,10
"14141",1775,"177502","177503",5,5
"14151",1776,"177602","177603",10,10
"14171",1781,"178102","178103",4,4
"14191",1784,"178402","178403",5,5
"14211",1811,"181102","181103",6,6
"14251",1816,"181602","181603",8,8
"14261",1817,"181702","181703",8,8
"14271",1818,"181802","181803",10,10
"14281",1819,"181902","181903",10,10
"14301",1822,"182202","182203",10,10
"14311",1823,"182302","182303",10,10
"14321",1824,"182402","182403",6,6
"14361",1832,"183202","183203",7,7
"14371",1833,"183302","183303",8,8
"14411",1839,"183902","183903",8,8
"14421",1841,"184102","184103",10,10
"14431",1842,"184202","184203",3,3
"14441",1843,"184302","184303",6,6
"14451",1845,"184502","184503",10,10
"14461",1846,"184602","184603",10,10
"14471",1847,"184702","184703",8,8
"14501",1851,"185102","185103",10,10
"14531",1859,"185902","185903",10,10
"14541",1860,"186002","186003",6,6
"14551",1862,"186202","186203",10,10
"14581",1868,"186802","186803",8,8
"14591",1869,"186902","186903",10,10
"14611",1874,"187402","187403",10,10
"14621",1875,"187502","187503",10,10
"14631",1877,"187702","187703",10,10
"14641",1878,"187802","187803",6,6
"14651",1880,"188002","188003",10,10
"14661",1884,"188402","188403",2,2
"14671",1885,"188502","188503",10,10
"14681",1886,"188602","188603",7,7
"14701",1888,"188802","188803",8,8
"14721",1894,"189402","189403",10,10
"14731",1897,"189702","189703",10,10
"14751",1905,"190502","190503",10,10
"14771",1910,"191002","191003",9,9
"14781",1912,"191202","191203",10,10
"14791",1916,"191602","191603",10,10
"14801",1918,"191802","191803",10,10
"14811",1919,"191902","191903",10,10
"14821",1920,"192002","192003",10,10
"14831",1921,"192102","192103",10,10
"14841",1924,"192402","192403",8,8
"14851",1926,"192602","192603",6,6
"14871",1930,"193002","193003",4,4
"14881",1937,"193702","193703",6,6
"14911",1941,"194102","194103",8,8
"14921",1942,"194202","194203",7,7
"14951",1954,"195402","195403",10,10
"14961",1956,"195602","195603",10,10
"14971",1958,"195802","195803",10,10
"14981",1961,"196102","196103",10,10
"14991",1963,"196302","196303",10,10
"15001",1965,"196502","196503",9,9
"15011",1967,"196702","196703",9,9
"15021",1969,"196902","196903",8,8
"15041",1971,"197102","197103",8,8
"15051",1975,"197502","197503",10,10
"15081",1979,"197902","197903",10,10
"15091",1980,"198002","198003",8,8
"15101",1983,"198302","198303",10,10
"15111",1984,"198402","198403",5,5
"15121",1985,"198502","198503",10,10
"15131",1986,"198602","198603",10,10
"15141",1987,"198702","198703",10,10
"15151",1989,"198902","198903",7,7
"15171",1991,"199102","199103",10,10
"15191",1996,"199602","199603",10,10
"15221",2000,"200002","200003",10,10
"15231",2001,"200102","200103",10,10
"15261",2005,"200502","200503",10,10
"15271",2008,"200802","200803",9,9
"15281",2009,"200902","200903",8,8
"15301",2011,"201102","201103",10,10
"15311",2013,"201302","201303",2,2
"15321",2014,"201402","201403",7,7
"15331",2015,"201502","201503",6,6
"15341",2016,"201602","201603",8,8
"15351",2017,"201702","201703",4,4
"15361",2019,"201902","201903",10,10
"15371",2021,"202102","202103",2,2
"15381",2022,"202202","202203",10,10
"15391",2023,"202302","202303",10,10
"15401",2024,"202402","202403",10,10
"15411",2026,"202602","202603",10,10
"15421",2028,"202802","202803",6,6
"15441",2031,"203102","203103",2,2
"15461",2034,"203402","203403",4,4
"15471",2035,"203502","203503",8,8
"15481",2036,"203602","203603",4,4
"15491",2037,"203702","203703",10,10
"15511",2039,"203902","203903",6,6
"15521",2041,"204102","204103",8,8
"15551",2045,"204502","204503",6,6
"15561",2047,"204702","204703",3,3
"15581",2049,"204902","204903",10,10
"15591",2051,"205102","205103",6,6
"15611",2053,"205302","205303",5,5
"15621",2054,"205402","205403",5,5
"15631",2055,"205502","205503",3,3
"15641",2059,"205902","205903",10,10
"15661",2064,"206402","206403",8,8
"15671",2080,"208002","208003",5,5
"15701",2084,"208402","208403",10,10
"15711",2085,"208502","208503",8,8
"15721",2086,"208602","208603",10,10
"15731",2087,"208702","208703",5,5
"15751",2089,"208902","208903",9,9
"15761",2090,"209002","209003",9,9
"15771",2092,"209202","209203",5,5
"15791",2094,"209402","209403",10,10
"15811",2096,"209602","209603",2,2
"15821",2097,"209702","209703",9,9
"15831",2098,"209802","209803",8,8
"15841",2099,"209902","209903",10,10
"15861",2101,"210102","210103",5,5
"15871",2102,"210202","210203",10,10
"15911",2108,"210802","210803",2,2
"15921",2110,"211002","211003",10,10
"15941",2112,"211202","211203",7,7
"15951",2116,"211602","211603",5,5
"15961",2117,"211702","211703",7,7
"15971",2119,"211902","211903",9,9
"15981",2120,"212002","212003",10,10
"16001",2122,"212202","212203",10,10
"16011",2123,"212302","212303",10,10
"16021",2124,"212402","212403",7,7
"16031",2125,"212502","212503",10,10
"16041",2126,"212602","212603",9,9
"16051",2128,"212802","212803",10,10
"16061",2130,"213002","213003",8,8
"16071",2131,"213102","213103",5,5
"16081",2133,"213302","213303",10,10
"16091",2134,"213402","213403",10,10
"16101",2135,"213502","213503",4,4
"16111",2139,"213902","213903",4,4
"16121",2140,"214002","214003",10,10
"16131",2141,"214102","214103",10,10
"16141",2143,"214302","214303",1,1
"16151",2144,"214402","214403",10,10
"16161",2145,"214502","214503",9,9
"16181",2147,"214702","214703",10,10
"16211",2151,"215102","215103",8,8
"16221",2152,"215202","215203",3,3
"16231",2153,"215302","215303",10,10
"16241",2155,"215502","215503",7,7
"16261",2158,"215802","215803",10,10
"16271",2159,"215902","215903",9,9
"16281",2160,"216002","216003",4,4
"16291",2161,"216102","216103",6,6
"16301",2162,"216202","216203",10,10
"16311",2163,"216302","216303",10,10
"16331",2167,"216702","216703",10,10
"16341",2168,"216802","216803",7,7
"16351",2169,"216902","216903",10,10
"16361",2170,"217002","217003",3,3
"16371",2172,"217202","217203",3,3
"16381",2173,"217302","217303",10,10
"16391",2174,"217402","217403",10,10
"16401",2175,"217502","217503",10,10
"16411",2176,"217602","217603",4,4
"16431",2179,"217902","217903",9,9
"16441",2180,"218002","218003",10,10
"16451",2182,"218202","218203",9,9
"16461",2185,"218502","218503",9,9
"16501",2191,"219102","219103",10,10
"16511",2192,"219202","219203",6,6
"16541",2196,"219602","219603",10,10
"16551",2199,"219902","219903",10,10
"16561",2201,"220102","220103",10,10
"16571",2202,"220202","220203",9,9
"16581",2205,"220502","220503",10,10
"16601",2208,"220802","220803",3,3
"16611",2209,"220902","220903",10,10
"16621",2210,"221002","221003",9,9
"16631",2218,"221802","221803",10,10
"16651",2220,"222002","222003",7,7
"16661",2221,"222102","222103",10,10
"16671",2222,"222202","222203",10,10
"16681",2224,"222402","222403",10,10
"16691",2225,"222502","222503",8,8
"16701",2229,"222902","222903",10,10
"16711",2230,"223002","223003",9,9
"16731",2233,"223302","223303",6,6
"16741",2234,"223402","223403",9,9
"16751",2236,"223602","223603",10,10
"16771",2239,"223902","223903",10,10
"16781",2240,"224002","224003",6,6
"16791",2241,"224102","224103",10,10
"16801",2242,"224202","224203",10,10
"16811",2244,"224402","224403",10,10
"16821",2245,"224502","224503",9,9
"16831",2246,"224602","224603",7,7
"16841",2248,"224802","224803",6,6
"16861",2250,"225002","225003",2,2
"16881",2253,"225302","225303",6,6
"16891",2254,"225402","225403",10,10
"16911",2260,"226002","226003",4,4
"16921",2261,"226102","226103",9,9
"16951",2269,"226902","226903",10,10
"16971",2271,"227102","227103",9,9
"16981",2274,"227402","227403",2,2
"17001",2278,"227802","227803",10,10
"17011",2279,"227902","227903",7,7
"17021",2284,"228402","228403",5,5
"17041",2287,"228702","228703",6,6
"17051",2290,"229002","229003",4,4
"17061",2293,"229302","229303",10,10
"17081",2302,"230202","230203",6,6
"17111",2308,"230802","230803",10,10
"17121",2309,"230902","230903",10,10
"17141",2311,"231102","231103",7,7
"17151",2312,"231202","231203",10,10
"17161",2314,"231402","231403",4,4
"17171",2318,"231802","231803",10,10
"17181",2322,"232202","232203",6,6
"17191",2328,"232802","232803",10,10
"17201",2330,"233002","233003",8,8
"17231",2333,"233302","233303",8,8
"17241",2334,"233402","233403",2,2
"17251",2335,"233502","233503",8,8
"17261",2336,"233602","233603",10,10
"17271",2337,"233702","233703",10,10
"17281",2338,"233802","233803",2,2
"17301",2343,"234302","234303",10,10
"17311",2345,"234502","234503",8,8
"17321",2347,"234702","234703",10,10
"17331",2348,"234802","234803",7,7
"17341",2349,"234902","234903",7,7
"17351",2351,"235102","235103",1,1
"17361",2354,"235402","235403",2,2
"17371",2355,"235502","235503",9,9
"17391",2358,"235802","235803",10,10
"17411",2360,"236002","236003",8,8
"17421",2361,"236102","236103",10,10
"17431",2363,"236302","236303",6,6
"17441",2366,"236602","236603",10,10
"17451",2367,"236702","236703",9,9
"17461",2368,"236802","236803",7,7
"17481",2372,"237202","237203",10,10
"17501",2374,"237402","237403",2,2
"17521",2383,"238302","238303",3,3
"17531",2385,"238502","238503",4,4
"17551",2387,"238702","238703",10,10
"17561",2389,"238902","238903",6,6
"17571",2393,"239302","239303",7,7
"17591",2396,"239602","239603",10,10
"17601",2397,"239702","239703",7,7
"17611",2399,"239902","239903",9,9
"17631",2401,"240102","240103",10,10
"17651",2405,"240502","240503",10,10
"17671",2408,"240802","240803",10,10
"17681",2409,"240902","240903",8,8
"17721",2414,"241402","241403",7,7
"17751",2419,"241902","241903",2,2
"17791",2424,"242402","242403",10,10
"17801",2425,"242502","242503",5,5
"17811",2426,"242602","242603",10,10
"17851",2433,"243302","243303",9,9
"17871",2438,"243802","243803",7,7
"17891",2451,"245102","245103",4,4
"17931",2455,"245502","245503",10,10
"17951",2462,"246202","246203",7,7
